character,defination
莎,<big><font color='#f00'>shā</font></big><br>• katydid (family Tettigoniidae)<br>• phonetic 'sha' used in transliteration<br>
莎,<big><font color='#f00'>suō</font></big><br>• see 莎草[suō cǎo]<br>• see 摩莎[mó suō]<br>
莒,<big><font color='#f00'>Jǔ</font></big><br>• Zhou Dynasty vassal state in modern day Shandong Province<br>
莒,<big><font color='#f00'>jǔ</font></big><br>• alternative name for taro (old)<br>
莓,<big><font color='#f00'>méi</font></big><br>• berry<br>• strawberry<br>
莔,<big><font color='#f00'>méng</font></big><br>• Fritillaria verticillata<br>
莕,<big><font color='#f00'>xìng</font></big><br>• Nymphoides peltatum<br>
莖,<big><font color='#f00'>jīng</font></big><br>• stalk<br>• stem<br>• CL:條|条[tiáo]<br>
莘,<big><font color='#f00'>Shēn</font></big><br>• surname Shen<br>
莘,<big><font color='#f00'>shēn</font></big><br>• long<br>• numerous<br>
莘,<big><font color='#f00'>xīn</font></big><br>• Asarum<br>• Wild ginger<br>• also 細辛|细辛[xì xīn]<br>
莙,<big><font color='#f00'>jūn</font></big><br>• species of water plant<br>
莚,"<big><font color='#f00'>yán</font></big><br>• bamboo mat<br>• feast, banquet<br>"
莛,<big><font color='#f00'>tíng</font></big><br>• stalk of grass<br>
莜,<big><font color='#f00'>yóu</font></big><br>• see 莜麥|莜麦[yóu mài]<br>
莝,<big><font color='#f00'>cuò</font></big><br>• to chop straw fine for animals<br>
莞,<big><font color='#f00'>guān</font></big><br>• Skimmia japonica<br>
莞,<big><font color='#f00'>guǎn</font></big><br>• (district)<br>
莞,<big><font color='#f00'>wǎn</font></big><br>• smile<br>
莠,<big><font color='#f00'>yǒu</font></big><br>• Setaria viridis<br>• vicious<br>
莢,<big><font color='#f00'>jiá</font></big><br>• pod (botany)<br>
莦,<big><font color='#f00'>shāo</font></big><br>• jungle grass<br>• lair<br>
莧,<big><font color='#f00'>xiàn</font></big><br>• amaranth (genus Amaranthus)<br>• Joseph's coat (Amaranthus tricolor)<br>• Chinese spinach (Amaranth mangostanus)<br>
莨,<big><font color='#f00'>làng</font></big><br>• Scopalia japonica maxin<br>
莩,<big><font color='#f00'>fú</font></big><br>• membrane lining inside a cylindrical stem<br>• culm<br>
莩,"<big><font color='#f00'>piǎo</font></big><br>• used for 殍 piǎo, to die of starvation<br>"
莪,"<big><font color='#f00'>é</font></big><br>• zedoary (Curcuma zedoaria), plant rhizome similar to turmeric<br>"
莫,<big><font color='#f00'>Mò</font></big><br>• surname Mo<br>
莫,<big><font color='#f00'>mò</font></big><br>• do not<br>• there is none who<br>
莭,<big><font color='#f00'>jié</font></big><br>• variant of 節|节[jié]<br>
莰,<big><font color='#f00'>kǎn</font></big><br>• camphane C10H18<br>
莽,"<big><font color='#f00'>mǎng</font></big><br>• thick weeds<br>• luxuriant growth<br>• Illicium anisatum, a shrub with poisonous leaves<br>• impertinent<br>"
莿,<big><font color='#f00'>cì</font></big><br>• Urtica thunbergiana<br>
菀,<big><font color='#f00'>wǎn</font></big><br>• luxuriance of growth<br>
菁,<big><font color='#f00'>jīng</font></big><br>• leek flower<br>• lush<br>• luxuriant<br>
菅,<big><font color='#f00'>jiān</font></big><br>• (grass)<br>• Themeda forsbali<br>
菆,<big><font color='#f00'>zōu</font></big><br>• arrow<br>• weeds<br>
菇,<big><font color='#f00'>gū</font></big><br>• mushroom<br>
菉,<big><font color='#f00'>lù</font></big><br>• Arthraxon ciliare<br>• green<br>• rhodacene<br>
菊,<big><font color='#f00'>jú</font></big><br>• chrysanthemum<br>
菌,<big><font color='#f00'>jūn</font></big><br>• germ<br>• bacteria<br>• fungus<br>• mold<br>• Taiwan pr. [jùn]<br>
菌,<big><font color='#f00'>jùn</font></big><br>• mushroom<br>
菎,<big><font color='#f00'>kūn</font></big><br>• beautiful jade<br>• bamboo<br>
菏,<big><font color='#f00'>Hé</font></big><br>• He river in Shandong<br>
菐,<big><font color='#f00'>pú</font></big><br>• thicket<br>• tedious<br>
菑,<big><font color='#f00'>zāi</font></big><br>• old variant of 災|灾[zāi]<br>
菑,<big><font color='#f00'>Zī</font></big><br>• field recently opened for cultivation<br>• surname Zi<br>
菓,<big><font color='#f00'>guǒ</font></big><br>• variant of 果[guǒ]<br>• fruit<br>
菔,<big><font color='#f00'>fú</font></big><br>• turnip<br>
菕,<big><font color='#f00'>lún</font></big><br>• tree name (archaic)<br>
菖,<big><font color='#f00'>chāng</font></big><br>• see 菖蒲[chāng pú]<br>
菘,<big><font color='#f00'>sōng</font></big><br>• (cabbage)<br>• Brassica chinensis<br>
菜,"<big><font color='#f00'>cài</font></big><br>• dish (type of food)<br>• vegetable<br>• cuisine<br>• CL:盤|盘[pán],道[dào]<br>• (coll.) (one's) type<br>• (of one's skills etc) weak<br>• poor<br>"
菝,<big><font color='#f00'>bá</font></big><br>• smilax china<br>
菟,"<big><font color='#f00'>tù</font></big><br>• dodder (Cuscuta sinensis, a parasitic vine with seeds having medicinal uses)<br>• also called 菟絲子|菟丝子<br>"
菠,<big><font color='#f00'>bō</font></big><br>• spinach<br>
菡,<big><font color='#f00'>hàn</font></big><br>• lotus blossom<br>
菢,<big><font color='#f00'>bào</font></big><br>• hatch<br>
菣,<big><font color='#f00'>qìn</font></big><br>• Artemisia apiacea<br>
菥,<big><font color='#f00'>xī</font></big><br>• see 菥蓂[xī mì]<br>
菧,<big><font color='#f00'>dǐ</font></big><br>• stibene<br>
菩,<big><font color='#f00'>pú</font></big><br>• Bodhisattva<br>
菪,<big><font color='#f00'>dàng</font></big><br>• henbane<br>
菫,<big><font color='#f00'>jǐn</font></big><br>• variant of 堇[jǐn]<br>• violet<br>
華,<big><font color='#f00'>Huá</font></big><br>• abbr. for China<br>
華,<big><font color='#f00'>Huà</font></big><br>• Mt Hua 華山|华山 in Shaanxi<br>• surname Hua<br>
華,<big><font color='#f00'>huā</font></big><br>• old variant of 花[huā]<br>• flower<br>
華,<big><font color='#f00'>huá</font></big><br>• magnificent<br>• splendid<br>• flowery<br>
菰,<big><font color='#f00'>gū</font></big><br>• Zizania latifolia<br>• mushroom<br>
菱,<big><font color='#f00'>líng</font></big><br>• Trapa natans<br>• water caltrop<br>
菲,<big><font color='#f00'>Fēi</font></big><br>• abbr. for the Philippines 菲律賓|菲律宾[Fēi lu:4 bīn]<br>
菲,<big><font color='#f00'>fēi</font></big><br>• luxuriant (plant growth)<br>• rich with fragrance<br>• phenanthrene C14H10<br>
菲,<big><font color='#f00'>fěi</font></big><br>• poor<br>• humble<br>• unworthy<br>• radish (old)<br>
菴,<big><font color='#f00'>ān</font></big><br>• variant of 庵[ān]<br>
菶,<big><font color='#f00'>běng</font></big><br>• expand<br>• thick weeds<br>
菷,<big><font color='#f00'>zhǒu</font></big><br>• variant of 帚[zhǒu]<br>
菸,<big><font color='#f00'>yān</font></big><br>• variant of 煙|烟[yān]<br>• cigarette<br>• tobacco<br>• smoke<br>
菸,<big><font color='#f00'>yū</font></big><br>• to wither<br>• dried leaves<br>• faded<br>• withered<br>
菹,<big><font color='#f00'>zū</font></big><br>• marshland<br>• swamp<br>• salted or pickled vegetables<br>• to mince<br>• to shred<br>• to mince human flesh and bones<br>• Taiwan pr. [jū]<br>
菺,<big><font color='#f00'>jiān</font></big><br>• Althaea rosea<br>
菻,<big><font color='#f00'>lǐn</font></big><br>• ancient name for east Roman empire<br>
菼,<big><font color='#f00'>tǎn</font></big><br>• Miscanthus sacchariflorus (Amur silvergrass)<br>• Miscanthus sinensis (feather grass)<br>
菽,<big><font color='#f00'>shū</font></big><br>• legumes (peas and beans)<br>
菾,<big><font color='#f00'>tián</font></big><br>• sugar beet<br>
萁,<big><font color='#f00'>qí</font></big><br>• stalks of pulse<br>
萃,<big><font color='#f00'>cuì</font></big><br>• collect<br>• collection<br>• dense<br>• grassy<br>• thick<br>• assemble<br>• gather<br>
萄,<big><font color='#f00'>táo</font></big><br>• see 葡萄[pú tao]<br>
萅,<big><font color='#f00'>chūn</font></big><br>• old variant of 春[chūn]<br>
萆,<big><font color='#f00'>bì</font></big><br>• castor seed<br>
萇,<big><font color='#f00'>Cháng</font></big><br>• surname Chang<br>
萇,"<big><font color='#f00'>cháng</font></big><br>• plant mentioned in Book of Songs, uncertainly identified as carambola or star fruit (Averrhoa carambola)<br>"
萊,"<big><font color='#f00'>lái</font></big><br>• name of weed plant (fat hen, goosefoot, pigweed etc)<br>• Chenopodium album<br>"
萋,<big><font color='#f00'>qī</font></big><br>• Celosia argentea<br>• luxuriant<br>
萌,"<big><font color='#f00'>méng</font></big><br>• to sprout<br>• to bud<br>• to have a strong affection for (slang)<br>• adorable (loanword from Japanese 萌え moe, slang describing affection for a cute character)<br>"
萍,<big><font color='#f00'>píng</font></big><br>• duckweed<br>
萎,<big><font color='#f00'>wěi</font></big><br>• to wither<br>• to drop<br>• to decline<br>• spiritless<br>• Taiwan pr. [wēi]<br>
萏,<big><font color='#f00'>dàn</font></big><br>• lotus<br>
萐,<big><font color='#f00'>shà</font></big><br>• (auspicious herb)<br>
萑,<big><font color='#f00'>huán</font></big><br>• (reeds)<br>
萕,<big><font color='#f00'>jì</font></big><br>• old variant of 薺|荠[jì]<br>
萘,<big><font color='#f00'>nài</font></big><br>• naphthalene C10H8<br>
萜,<big><font color='#f00'>tiē</font></big><br>• terpene (chemistry)<br>
萣,<big><font color='#f00'>dìng</font></big><br>• see 茄萣[Qié dìng]<br>
萩,<big><font color='#f00'>qiū</font></big><br>• Lespedeza bicolor<br>
萬,<big><font color='#f00'>Wàn</font></big><br>• surname Wan<br>
萬,<big><font color='#f00'>wàn</font></big><br>• ten thousand<br>• a great number<br>
萰,<big><font color='#f00'>liàn</font></big><br>• Ampelopsis japonica (creeper with root used in TCM)<br>• same as 白蘞|白蔹[bái liǎn]<br>
萱,<big><font color='#f00'>xuān</font></big><br>• orange day-lily (Hemerocallis flava)<br>
萲,<big><font color='#f00'>xuān</font></big><br>• old variant of 萱[xuān]<br>
萴,<big><font color='#f00'>zé</font></big><br>• (medicinal herb)<br>
萵,"<big><font color='#f00'>wō</font></big><br>• lettuce, see 萵苣|莴苣<br>"
萸,<big><font color='#f00'>yú</font></big><br>• cornelian cherry<br>
萹,<big><font color='#f00'>biān</font></big><br>• see 萹蓄[biān xù]<br>• Taiwan pr. [piān]<br>
萹,<big><font color='#f00'>biǎn</font></big><br>• see 萹豆[biǎn dòu]<br>
萻,<big><font color='#f00'>ān</font></big><br>• small Buddhist temple<br>
萼,<big><font color='#f00'>è</font></big><br>• stem and calyx of flower<br>
落,<big><font color='#f00'>là</font></big><br>• to leave out<br>• to be missing<br>• to leave behind or forget to bring<br>• to lag or fall behind<br>
落,<big><font color='#f00'>lào</font></big><br>• see 落枕[lào zhěn] and 落炕[lào kàng]<br>
落,<big><font color='#f00'>luò</font></big><br>• to fall or drop<br>• (of the sun) to set<br>• (of a tide) to go out<br>• to lower<br>• to decline or sink<br>• to lag or fall behind<br>• to fall onto<br>• to rest with<br>• to get or receive<br>• to write down<br>• whereabouts<br>• settlement<br>
葄,<big><font color='#f00'>zuò</font></big><br>• straw cushion<br>• pillow<br>
葅,<big><font color='#f00'>zū</font></big><br>• variant of 菹[zū]<br>
葆,<big><font color='#f00'>bǎo</font></big><br>• dense foliage<br>• to cover<br>
葇,<big><font color='#f00'>róu</font></big><br>• Elsholtria paltrini<br>
葉,<big><font color='#f00'>Yè</font></big><br>• surname Ye<br>
葉,<big><font color='#f00'>yè</font></big><br>• leaf<br>• page<br>• lobe<br>• (historical) period<br>• classifier for small boats<br>
葍,<big><font color='#f00'>fú</font></big><br>• weeds<br>
葎,<big><font color='#f00'>lu:4</font></big><br>• Humulus japonicus<br>
葑,<big><font color='#f00'>fēng</font></big><br>• turnip<br>
葒,<big><font color='#f00'>hóng</font></big><br>• herb<br>
葖,<big><font color='#f00'>tú</font></big><br>• follicle<br>
著,<big><font color='#f00'>zhāo</font></big><br>• (chess) move<br>• trick<br>• all right!<br>• (dialect) to add<br>
著,<big><font color='#f00'>zháo</font></big><br>• to touch<br>• to come in contact with<br>• to feel<br>• to be affected by<br>• to catch fire<br>• to burn<br>• (coll.) to fall asleep<br>• (after a verb) hitting the mark<br>• succeeding in<br>
著,<big><font color='#f00'>zhe</font></big><br>• aspect particle indicating action in progress<br>
著,<big><font color='#f00'>zhuó</font></big><br>• to wear (clothes)<br>• to contact<br>• to use<br>• to apply<br>
著,<big><font color='#f00'>zhù</font></big><br>• to make known<br>• to show<br>• to prove<br>• to write<br>• book<br>• outstanding<br>
葙,"<big><font color='#f00'>xiāng</font></big><br>• see 青葙, feather cockscomb (Celosia argentea)<br>"
葚,<big><font color='#f00'>shèn</font></big><br>• fruit of mulberry<br>• also pr. [rèn]<br>
葛,<big><font color='#f00'>Gě</font></big><br>• surname Ge<br>
葛,<big><font color='#f00'>gé</font></big><br>• kudzu (Pueraria lobata)<br>• hemp cloth<br>
葠,<big><font color='#f00'>shēn</font></big><br>• variant of 參|参[shēn]<br>
葡,<big><font color='#f00'>Pú</font></big><br>• Portugal<br>• Portuguese<br>• abbr. for 葡萄牙[Pú táo yá]<br>
葡,<big><font color='#f00'>pú</font></big><br>• see 葡萄[pú tao]<br>
董,<big><font color='#f00'>Dǒng</font></big><br>• surname Dong<br>
董,<big><font color='#f00'>dǒng</font></big><br>• to supervise<br>• to direct<br>• director<br>
葥,<big><font color='#f00'>qián</font></big><br>• Rubus palmatus<br>
葦,<big><font color='#f00'>wěi</font></big><br>• reed<br>• rush<br>• Phragmites communis<br>
葧,<big><font color='#f00'>bó</font></big><br>• Heleocharis plantaginea<br>
葩,<big><font color='#f00'>pā</font></big><br>• corolla of flower<br>
葫,<big><font color='#f00'>hú</font></big><br>• Allium scorodoprasum<br>• bottle gourd<br>
葬,<big><font color='#f00'>zàng</font></big><br>• to bury (the dead)<br>• to inter<br>
葭,<big><font color='#f00'>jiā</font></big><br>• reed<br>• Phragmites communis<br>
葯,<big><font color='#f00'>yào</font></big><br>• leaf of the iris<br>• variant of 藥|药[yào]<br>
葳,<big><font color='#f00'>wēi</font></big><br>• luxuriant<br>
葴,<big><font color='#f00'>zhēn</font></big><br>• Physalis alkekengi<br>
葵,<big><font color='#f00'>kuí</font></big><br>• sunflower<br>
葶,<big><font color='#f00'>tíng</font></big><br>• Draba nemerosa bebe carpa<br>
葷,"<big><font color='#f00'>hūn</font></big><br>• strong-smelling vegetable (garlic etc)<br>• non-vegetarian food (meat, fish etc)<br>• vulgar<br>• obscene<br>"
葸,<big><font color='#f00'>xǐ</font></big><br>• feel insecure<br>• unhappy<br>
葹,<big><font color='#f00'>shī</font></big><br>• Xanthium strumarium<br>
葺,<big><font color='#f00'>qì</font></big><br>• to repair<br>
葽,<big><font color='#f00'>yāo</font></big><br>• Polygala japonica<br>• lush (grass)<br>
蒂,<big><font color='#f00'>dì</font></big><br>• stem (of fruit)<br>
蒄,"<big><font color='#f00'>guān</font></big><br>• meaning unknown ('herb mentioned in old books')<br>• Japanese variant of 蔻[kòu], cardamom or nutmeg<br>"
蒎,<big><font color='#f00'>pài</font></big><br>• pinane<br>
蒐,<big><font color='#f00'>sōu</font></big><br>• madder (Rubia cordifolia)<br>• to hunt for<br>• to gather<br>• to collect<br>
蒓,<big><font color='#f00'>chún</font></big><br>• edible water plant<br>• Brasenia schreberi<br>
蒔,<big><font color='#f00'>shí</font></big><br>• see 蒔蘿|莳萝[shí luó]<br>
蒔,<big><font color='#f00'>shì</font></big><br>• to grow<br>• to transplant<br>
蒗,<big><font color='#f00'>làng</font></big><br>• (herb)<br>• place name<br>
蒙,<big><font color='#f00'>Méng</font></big><br>• surname Meng<br>
蒙,<big><font color='#f00'>Měng</font></big><br>• Mongol ethnic group<br>• abbr. for Mongolia 蒙古國|蒙古国[Měng gǔ guó]<br>• Taiwan pr. [Méng]<br>
蒙,<big><font color='#f00'>mēng</font></big><br>• (knocked) unconscious<br>• dazed<br>• stunned<br>
蒙,<big><font color='#f00'>méng</font></big><br>• to cover<br>• ignorant<br>• to suffer (misfortune)<br>• to receive (a favor)<br>• to cheat<br>
蒜,"<big><font color='#f00'>suàn</font></big><br>• garlic<br>• CL:頭|头[tóu],瓣[bàn]<br>"
蒞,<big><font color='#f00'>lì</font></big><br>• to attend (an official function)<br>• to be present<br>• to administer<br>• to approach (esp. as administrator)<br>
蒟,<big><font color='#f00'>jǔ</font></big><br>• betel<br>
蒡,<big><font color='#f00'>bàng</font></big><br>• Arctium lappa<br>• great burdock<br>
蒢,<big><font color='#f00'>chú</font></big><br>• hedysarum<br>
蒦,"<big><font color='#f00'>huò</font></big><br>• phonetic component in certain characters with sound huò, such as 護, 獲, 穫 and 擭<br>"
蒨,<big><font color='#f00'>qiàn</font></big><br>• luxuriant growth<br>
蒪,<big><font color='#f00'>pò</font></big><br>• myoga ginger (Zingiber mioga)<br>
蒭,<big><font color='#f00'>chú</font></big><br>• old variant of 芻|刍[chú]<br>
蒯,<big><font color='#f00'>kuǎi</font></big><br>• a rush<br>• scirpus cyperinus<br>
蒱,<big><font color='#f00'>pú</font></big><br>• gambling-game<br>• sedges<br>
蒲,<big><font color='#f00'>Pú</font></big><br>• surname Pu<br>• old place name<br>
蒲,<big><font color='#f00'>pú</font></big><br>• refers to various monocotyledonous flowering plants including Acorus calamus and Typha orientalis<br>• common cattail<br>• bullrush<br>
蒴,<big><font color='#f00'>shuò</font></big><br>• pod<br>• capsule<br>
蒸,<big><font color='#f00'>zhēng</font></big><br>• to evaporate<br>• (of cooking) to steam<br>• torch made from hemp stalks or bamboo (old)<br>• finely chopped firewood (old)<br>
蒹,<big><font color='#f00'>jiān</font></big><br>• reed<br>
蒺,<big><font color='#f00'>jí</font></big><br>• Tribulus terrestris<br>
蒻,"<big><font color='#f00'>ruò</font></big><br>• young rush (Typha japonica), a kind of cattail<br>"
蒼,<big><font color='#f00'>Cāng</font></big><br>• surname Cang<br>
蒼,<big><font color='#f00'>cāng</font></big><br>• dark blue<br>• deep green<br>• ash-gray<br>
蒽,<big><font color='#f00'>ēn</font></big><br>• anthracene<br>
蒿,<big><font color='#f00'>hāo</font></big><br>• celery wormwood (Artemisia carvifolia)<br>• to give off<br>• to weed<br>
蓀,<big><font color='#f00'>sūn</font></big><br>• fragrant grass<br>
蓁,"<big><font color='#f00'>zhēn</font></big><br>• abundant, luxuriant vegetation<br>"
蓂,<big><font color='#f00'>míng</font></big><br>• lucky place<br>
蓄,<big><font color='#f00'>xù</font></big><br>• to store up<br>• to grow (e.g. a beard)<br>• to entertain (ideas)<br>
蓆,<big><font color='#f00'>xí</font></big><br>• variant of 席[xí]<br>• woven mat<br>
蓇,<big><font color='#f00'>gǔ</font></big><br>• follicle<br>
蓉,<big><font color='#f00'>Róng</font></big><br>• short name for Chengdu 成都[Chéng dū]<br>
蓉,"<big><font color='#f00'>róng</font></big><br>• see 芙蓉[fú róng], lotus<br>• food that has been minced, shredded, or ground into a paste, suitable for stuffing or making a sauce<br>"
蓊,<big><font color='#f00'>wěng</font></big><br>• luxuriant vegetation<br>
蓋,<big><font color='#f00'>Gě</font></big><br>• surname Ge<br>
蓋,<big><font color='#f00'>gài</font></big><br>• lid<br>• top<br>• cover<br>• canopy<br>• to cover<br>• to conceal<br>• to build<br>
蓌,<big><font color='#f00'>cuò</font></big><br>• to squat (in salutation)<br>
蓍,<big><font color='#f00'>shī</font></big><br>• yarrow (Achillea millefolium)<br>
蓏,<big><font color='#f00'>luǒ</font></big><br>• fruit of plants (not of trees)<br>
蓐,<big><font color='#f00'>rù</font></big><br>• mat<br>• rushes<br>
蓑,<big><font color='#f00'>suō</font></big><br>• rain coat made of straw etc<br>
蓒,<big><font color='#f00'>xuān</font></big><br>• a kind of smelly water plant<br>
蓓,<big><font color='#f00'>bèi</font></big><br>• (flower) bud<br>
蓔,<big><font color='#f00'>yǎo</font></big><br>• a variety of grass<br>
蓔,<big><font color='#f00'>zhuó</font></big><br>• old variant of 䅵[zhuó]<br>
蓖,<big><font color='#f00'>bì</font></big><br>• the castor-oil plant<br>
蓡,<big><font color='#f00'>shēn</font></big><br>• variant of 參|参[shēn]<br>
蓧,<big><font color='#f00'>diào</font></big><br>• bamboo basket<br>
蓪,<big><font color='#f00'>tōng</font></big><br>• Aralia papyrifera<br>
蓫,<big><font color='#f00'>zhú</font></big><br>• (weed)<br>• Phytolacca acinosa<br>
蓬,<big><font color='#f00'>Péng</font></big><br>• surname Peng<br>
蓬,"<big><font color='#f00'>péng</font></big><br>• fleabane (family Asteraceae)<br>• disheveled<br>• classifier for luxuriant plants, smoke, ashes, campfires: clump, puff<br>"
蓮,<big><font color='#f00'>lián</font></big><br>• lotus<br>
蓯,<big><font color='#f00'>cōng</font></big><br>• Boschniakia glabra<br>
蓰,<big><font color='#f00'>xǐ</font></big><br>• (grass)<br>• increase five fold<br>
蓱,<big><font color='#f00'>píng</font></big><br>• variant of 萍[píng]<br>
蓴,<big><font color='#f00'>chún</font></big><br>• edible water plant<br>• Brasenia schreberi<br>
蓷,<big><font color='#f00'>tuī</font></big><br>• Leonurus macranthus<br>
蓸,<big><font color='#f00'>cáo</font></big><br>• (a kind of herb)<br>
蓺,<big><font color='#f00'>yì</font></big><br>• skill<br>• art<br>
蓼,<big><font color='#f00'>liǎo</font></big><br>• polygonum<br>• smartweed<br>
蓼,<big><font color='#f00'>lù</font></big><br>• luxuriant growth<br>
蓽,<big><font color='#f00'>bì</font></big><br>• bean<br>• pulse<br>
蓿,<big><font color='#f00'>xù</font></big><br>• clover<br>• lucerne<br>• Taiwan pr. [sù]<br>
蔀,<big><font color='#f00'>bù</font></big><br>• cycle of 76 years<br>• shade<br>
蔂,<big><font color='#f00'>léi</font></big><br>• basket for carrying earth<br>
蔃,<big><font color='#f00'>qiáng</font></big><br>• cigarette (slang) (Cantonese)<br>
蔆,<big><font color='#f00'>líng</font></big><br>• variant of 菱[líng]<br>
蔇,<big><font color='#f00'>jì</font></big><br>• luxuriant growth<br>• extreme<br>• reach<br>
蔉,<big><font color='#f00'>gǔn</font></big><br>• to bank up the roots of plants<br>
蔊,<big><font color='#f00'>hǎn</font></big><br>• Nasturtium montanum<br>
蔋,<big><font color='#f00'>dí</font></big><br>• dry<br>• scorched<br>
蔌,<big><font color='#f00'>Sù</font></big><br>• surname Su<br>
蔌,<big><font color='#f00'>sù</font></big><br>• vegetables<br>
蔎,<big><font color='#f00'>shè</font></big><br>• Thea sinensis<br>
蔑,<big><font color='#f00'>miè</font></big><br>• to belittle<br>• nothing<br>
蔓,<big><font color='#f00'>mán</font></big><br>• turnip<br>• Brassica campestris<br>
蔓,<big><font color='#f00'>màn</font></big><br>• creeper<br>• to spread<br>
蔔,<big><font color='#f00'>bo</font></big><br>• see 蘿蔔|萝卜[luó bo]<br>
蔕,<big><font color='#f00'>dì</font></big><br>• variant of 蒂[dì]<br>
蔗,<big><font color='#f00'>zhè</font></big><br>• sugar cane<br>
蔘,<big><font color='#f00'>shēn</font></big><br>• ginseng<br>
蔙,<big><font color='#f00'>xuàn</font></big><br>• (herb)<br>
蔚,<big><font color='#f00'>Yù</font></big><br>• surname Yu<br>• place name<br>
蔚,<big><font color='#f00'>wèi</font></big><br>• Artemisia japonica<br>• luxuriant<br>• resplendent<br>• impressive<br>
蔞,<big><font color='#f00'>lóu</font></big><br>• Arthemisia vulgaris<br>• piper betel<br>
蔟,<big><font color='#f00'>cù</font></big><br>• collect<br>• frame for silk worm<br>• nest<br>
蔡,<big><font color='#f00'>Cài</font></big><br>• surname Cai<br>
蔣,<big><font color='#f00'>Jiǎng</font></big><br>• surname Jiang<br>• refers to Chiang Kai-shek 蔣介石|蒋介石<br>
蔥,<big><font color='#f00'>cōng</font></big><br>• scallion<br>• green onion<br>
蔦,<big><font color='#f00'>niǎo</font></big><br>• grossulariaceae<br>
蔫,<big><font color='#f00'>niān</font></big><br>• to fade<br>• to wither<br>• to wilt<br>• listless<br>
蔬,<big><font color='#f00'>shū</font></big><br>• vegetables<br>
蔭,<big><font color='#f00'>yìn</font></big><br>• shade<br>
蔯,<big><font color='#f00'>chén</font></big><br>• a variety of artemisia<br>
蔳,<big><font color='#f00'>qiàn</font></big><br>• old variant of 蒨[qiàn]<br>
蔴,<big><font color='#f00'>má</font></big><br>• variant of 麻[má]<br>• hemp<br>
蔵,<big><font color='#f00'>cáng</font></big><br>• Japanese variant of 藏<br>
蔸,<big><font color='#f00'>dōu</font></big><br>• root and lower stem of certain plants<br>• classifier for pieces and clumps<br>
蔻,"<big><font color='#f00'>kòu</font></big><br>• see 肉豆蔻 nutmeg, 豆蔻 cardamon<br>"
蔽,<big><font color='#f00'>bì</font></big><br>• to cover<br>• to shield<br>• to screen<br>• to conceal<br>
蔾,<big><font color='#f00'>lí</font></big><br>• chenopodiaceae<br>
蕁,<big><font color='#f00'>xún</font></big><br>• nettle<br>
蕃,<big><font color='#f00'>bō</font></big><br>• see 吐蕃[Tǔ bō]<br>
蕃,<big><font color='#f00'>fān</font></big><br>• variant of 番[fān]<br>• foreign (non-Chinese)<br>
蕃,<big><font color='#f00'>fán</font></big><br>• luxuriant<br>• flourishing<br>• to reproduce<br>• to proliferate<br>
蕆,<big><font color='#f00'>chǎn</font></big><br>• to complete<br>• to prepare<br>
蕈,<big><font color='#f00'>xùn</font></big><br>• mold<br>• mushroom<br>
蕉,<big><font color='#f00'>jiāo</font></big><br>• banana<br>
蕉,<big><font color='#f00'>qiáo</font></big><br>• see 蕉萃[qiáo cuì]<br>
蕊,<big><font color='#f00'>ruǐ</font></big><br>• stamen<br>• pistil<br>
蕋,<big><font color='#f00'>ruǐ</font></big><br>• variant of 蕊[ruǐ]<br>
蕍,<big><font color='#f00'>yú</font></big><br>• common water-plantain (Alisma plantago-aquatica)<br>
蕎,<big><font color='#f00'>qiáo</font></big><br>• buckwheat<br>
蕐,<big><font color='#f00'>huá</font></big><br>• old variant of 華|华[huá]<br>
蕑,<big><font color='#f00'>Jiān</font></big><br>• surname Jian<br>
蕑,<big><font color='#f00'>jiān</font></big><br>• Eupatorium chinensis<br>
蕒,<big><font color='#f00'>mǎi</font></big><br>• see 苣蕒菜|苣荬菜[jù mǎi cài]<br>
蕓,<big><font color='#f00'>yún</font></big><br>• see 蕓薹|芸薹[yún tái]<br>
蕔,<big><font color='#f00'>bāo</font></big><br>• a kind of grass (old)<br>
蕕,<big><font color='#f00'>yóu</font></big><br>• Caryopteris divaricata<br>
蕖,<big><font color='#f00'>qú</font></big><br>• lotus<br>
蕗,<big><font color='#f00'>lù</font></big><br>• leucacene<br>
蕘,<big><font color='#f00'>ráo</font></big><br>• fuel<br>• grass<br>
蕙,<big><font color='#f00'>huì</font></big><br>• Coumarouna odorata<br>
蕚,<big><font color='#f00'>è</font></big><br>• old variant of 萼[è]<br>
蕝,<big><font color='#f00'>jué</font></big><br>• coarse grass used to show rank<br>
蕞,<big><font color='#f00'>zuì</font></big><br>• to assemble<br>• small<br>
蕠,<big><font color='#f00'>rú</font></big><br>• variant of 茹[rú]<br>• see 蕠藘[rú lu:2]<br>
蕡,<big><font color='#f00'>fén</font></big><br>• hemp seeds<br>• luxurious<br>• abundant<br>
蕢,<big><font color='#f00'>Kuì</font></big><br>• surname Kui<br>
蕢,<big><font color='#f00'>kuì</font></big><br>• Amaranthus mangostanus<br>
蕣,<big><font color='#f00'>shùn</font></big><br>• Hibiscus syriacus<br>
蕤,<big><font color='#f00'>ruí</font></big><br>• fringe<br>• overladen with flowers<br>
蕨,<big><font color='#f00'>jué</font></big><br>• Pteridium aquilinum<br>• bracken<br>
蕩,<big><font color='#f00'>dàng</font></big><br>• to wash<br>• to squander<br>• to sweep away<br>• to move<br>• to shake<br>• dissolute<br>• pond<br>
蕪,<big><font color='#f00'>wú</font></big><br>• overgrown with weeds<br>
