character,defination
梦,‹<small>夢</small>›<br/><font color='#f00'>ㄇㄥˋ</font><br/>[名]<br/>• 睡眠時因受刺激，而引起的幻覺、幻像。<br/>• 姓。如宋代有夢仲才。<br/>[動]<br/>• 作夢。<br/>[形]<br/>• 虛幻的。<br/>
夹,‹<small>夾</small>›<br/><font color='#f00'>ㄐㄧㄚˊ / ㄐㄧㄚˋ / ㄐㄧㄚ</font><br/>[動]<br/>• 從相對的兩方使力，使中間的物體受鉗而不動。<br/>• 將東西放在腋下，以胳膊使勁帶緊。<br/>• 用夾棍行刑。<br/>• 攙雜、雜和。<br/>[名]<br/>• 鉗物的工具，有的有柄。<br/>• 可包藏物品的扁平文具或皮包。<br/>[形]<br/>• 雙層的。<br/>[副]<br/>• 左右包抄的。<br/>• 暗藏的。<br/><font color='#f00'>ㄐㄧㄚˋ</font><br/>• 參見「夾竹桃」、「夾生」等條。<br/><font color='#f00'>ㄐㄧㄚ</font><br/>• (一)之又音。<br/>
奂,‹<small>奐</small>›<br/><font color='#f00'>ㄏㄨㄢˋ</font><br/>[形]<br/>• 盛大、眾多。<br/>• 文彩鮮明。<br/>• 閑暇自得。<br/>[名]<br/>• 姓。如明代有奐忠。<br/>
奥,‹<small>奧</small>›<br/><font color='#f00'>ㄠˋ / ㄩˋ</font><br/>[名]<br/>• 房室的西南隅。<br/>• 泛指室內深處。<br/>• 幽深的地方。<br/>• 主事者。<br/>• 豬圈。<br/>• 奧地利的簡稱。<br/>[形]<br/>• 幽祕、精深的。<br/><font color='#f00'>ㄩˋ</font><br/>[名]<br/>• 岸邊水流彎曲的地方。<br/><font color='#f00'>ㄩˋ</font><br/>[形]<br/>• 溫暖。<br/>
奁,‹<small>奩</small>›<br/><font color='#f00'>ㄌㄧㄢˊ</font><br/>[名]<br/>• 盛裝婦女梳妝用品的小匣子。<br/>• 女子陪嫁的衣物。<br/>
夺,‹<small>奪</small>›<br/><font color='#f00'>ㄉㄨㄛˊ</font><br/>[動]<br/>• 強取。<br/>• 削除、使失去。<br/>• 爭取。<br/>• 做決定。<br/>• 錯過。<br/>• 衝過。<br/>• 耀眼、眩目。<br/>• 脫漏、漏掉。<br/>
奋,‹<small>奮</small>›<br/><font color='#f00'>ㄈㄣˋ</font><br/>[動]<br/>• 鳥振動翅膀。<br/>• 舉起、振動。<br/>• 振作。<br/>• 發揚。<br/>• 拚命、勇不顧身。<br/>[名]<br/>• 姓。如春秋時楚有奮揚。<br/>
妆,‹<small>妝</small>›<br/><font color='#f00'>ㄓㄨㄤ</font><br/>[名]<br/>• 婦女的容貌修飾。<br/>• 修飾的模樣。<br/>• 女子出嫁時陪送的衣物等。<br/>[動]<br/>• 婦女用脂粉修飾容貌。<br/>
姗,‹<small>姍</small>›<br/><font color='#f00'>ㄕㄢ / ㄒㄧㄢ</font><br/>[動]<br/>• 誹謗、詆毀。<br/>[形]<br/>• 參見「姍姍」條。<br/><font color='#f00'>ㄒㄧㄢ</font><br/>• (一)之又音。<br/>
娱,‹<small>娛</small>›<br/><font color='#f00'>ㄩˊ</font><br/>[名]<br/>• 快樂、歡樂。<br/>[動]<br/>• 取悅、使快樂。<br/>• 慰藉。<br/>
娄,‹<small>婁</small>›<br/><font color='#f00'>ㄌㄡˊ / ㄌㄩˇ</font><br/>[形]<br/>• 空、中空。<br/>[動]<br/>• 收斂。《詩經．小雅．角弓》：「莫肯下遺，式居婁驕。」漢．鄭玄．箋:「婁，斂也。」<br/>[名]<br/>• 星宿名。二十八宿之一。西方白虎七宿的第二宿，有三顆星。<br/>• 姓。如西漢有婁壽，唐代有婁師德。<br/><font color='#f00'>ㄌㄩˇ</font><br/>[副]<br/>• 多次、屢次。<br/>
妇,‹<small>婦</small>›<br/><font color='#f00'>ㄈㄨˋ</font><br/>[名]<br/>• 已嫁女子。<br/>• 妻。<br/>• 兒媳、子之妻。<br/>• 女性的通稱。<br/>[形]<br/>• 有關女性的。<br/>
娅,‹<small>婭</small>›<br/><font color='#f00'>ㄧㄚˋ</font><br/>[名]<br/>• 姊妹丈夫間的互稱。<br/>
娲,‹<small>媧</small>›<br/><font color='#f00'>ㄨㄚ</font><br/>• 參見「女媧」條。<br/>
妫,‹<small>媯</small>›<br/><font color='#f00'>ㄍㄨㄟ</font><br/>[名]<br/>• 參見「媯河」、「媯汭」等條。<br/>• 姓。如漢代有媯昌。<br/>
媪,‹<small>媼</small>›<br/><font color='#f00'>ㄠˇ</font><br/>[名]<br/>• 老婦。<br/>• 稱謂。母親。<br/>• 婦人的通稱。<br/>• 地神。<br/>
妈,‹<small>媽</small>›<br/><font color='#f00'>ㄇㄚ</font><br/>[名]<br/>• 稱謂：(1) 對母親的稱呼，常疊用。如：「媽媽」、「爸媽」。(2) 對與母親同輩的  女性尊長的稱呼。如：「舅媽」、「姨媽」、「姑媽」。(3) 北方人對僕婦的稱呼。　同「嬤」。如：「張媽」、「奶媽」。(4) 對年長婦女的尊稱。如：「大媽」。<br/>
袅,‹<small>嫋</small>›<br/><font color='#f00'>ㄋㄧㄠˇ</font><br/>[形]<br/>• 嬌柔美好。<br/>• 音調悠揚婉轉。<br/>[動]<br/>• 搖擺、擺動。<br/>
妪,‹<small>嫗</small>›<br/><font color='#f00'>ㄩˋ</font><br/>[名]<br/>• 母親。<br/>• 婦女的通稱。<br/>
妩,‹<small>嫵</small>›<br/><font color='#f00'>ㄨˇ</font><br/>• 參見「嫵媚」條。<br/>
娴,‹<small>嫻</small>›<br/><font color='#f00'>ㄒㄧㄢˊ</font><br/>[動]<br/>• 熟習、熟練。<br/>[形]<br/>• 文靜優雅。<br/>
婳,‹<small>嫿</small>›<br/><font color='#f00'>ㄏㄨㄚˋ</font><br/>[形]<br/>• 嫻靜美好。<br/>
妫,"‹<small>嬀</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">Guī</font><br/>"
媭,‹<small>嬃</small>›<br/><font color='#f00'>ㄒㄩ</font><br/>[名]<br/>• 古時楚人對姊姊的稱呼。<br/>
娆,‹<small>嬈</small>›<br/><font color='#f00'>ㄖㄠˊ / ㄧㄠˇ / ㄖㄠˇ</font><br/>• 參見「嬌嬈」條。<br/><font color='#f00'>ㄧㄠˇ</font><br/>• 參見「嬈嬈」條。<br/><font color='#f00'>ㄖㄠˇ</font><br/>[動]<br/>• 擾亂。<br/>
婵,‹<small>嬋</small>›<br/><font color='#f00'>ㄔㄢˊ</font><br/>• 參見「嬋連」、「嬋娟」等條。<br/>
娇,‹<small>嬌</small>›<br/><font color='#f00'>ㄐㄧㄠ</font><br/>[名]<br/>• 柔美可愛的姿態。<br/>• 美女。<br/>[形]<br/>• 柔弱、柔美。<br/>[動]<br/>• 疼愛、寵愛。<br/>[副]<br/>• 過分寵愛。<br/>
嫱,‹<small>嬙</small>›<br/><font color='#f00'>ㄑㄧㄤˊ</font><br/>[名]<br/>• 古代宮廷中的女官。<br/>
袅,‹<small>嬝</small>›<br/><font color='#f00'>ㄋㄧㄠˇ</font><br/>[形]<br/>• 細長柔軟。<br/>[動]<br/>• 搖曳。<br/>
嫒,‹<small>嬡</small>›<br/><font color='#f00'>ㄞˋ</font><br/>[名]<br/>• 稱別人的女兒為「令嬡」。<br/>
嬷,‹<small>嬤</small>›<br/><font color='#f00'>ㄇㄚ</font><br/>• 參見「嬤嬤」條。<br/>
嫔,‹<small>嬪</small>›<br/><font color='#f00'>ㄆㄧㄣˊ</font><br/>[名]<br/>• 古代對婦人的美稱。<br/>• 古代帝王的妻妾之一。也指宮中的女官。<br/>[動]<br/>• 出嫁、為人婦。<br/>
婴,‹<small>嬰</small>›<br/><font color='#f00'>ㄧㄥ</font><br/>[名]<br/>• 初生的幼兒。<br/>[動]<br/>• 環繞、圍繞。<br/>• 纏、絆。<br/>• 繫戴。<br/>• 觸犯、觸怒。<br/>
婶,‹<small>嬸</small>›<br/><font color='#f00'>ㄕㄣˇ</font><br/>[名]<br/>• 稱謂：(1)用以稱叔父的妻子。即叔母。《集韻．上聲．寑韻》：「嬸，俗謂叔母曰嬸。」(2)用以稱丈夫的弟婦。如：「小嬸」。(3)用以尊稱結過婚的女性長輩。如：「大嬸」。<br/>
懒,"‹<small>嬾</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">lǎn</font><br/>"
娈,‹<small>孌</small>›<br/><font color='#f00'>ㄌㄨㄢˊ / ㄌㄩㄢˇ</font><br/>[形]<br/>• 美好。<br/><font color='#f00'>ㄌㄩㄢˇ</font><br/>• (一)之又音。<br/>
孙,‹<small>孫</small>›<br/><font color='#f00'>ㄙㄨㄣ / ㄙㄨㄣˋ / ㄒㄩㄣˋ</font><br/>[名]<br/>• 稱謂：(1) 用以稱兒子的子女。如：「祖孫」。唐．杜甫〈石壕吏〉詩：「室中更無人，惟有乳下孫。」《紅樓夢．第二回》：「只眼前現有二子一孫。」(2) 用以稱同姓自孫子以下的後代。如：「曾孫」、「玄孫」。(3) 用以稱與孫同輩的親族。如：「外孫」、「姪孫」、「姨孫」。<br/>• 再生或孳生的植物。<br/>• 姓。如春秋時齊國有孫武。<br/>[形]<br/>• 小。參見「孫絡」條。<br/><font color='#f00'>ㄙㄨㄣˋ</font><br/>• (二)之又音。<br/><font color='#f00'>ㄒㄩㄣˋ</font><br/>[形]<br/>• 謙卑、恭順。<br/><font color='#f00'>ㄒㄩㄣˋ</font><br/>[動]<br/>• 遁逃、流亡。<br/>
学,‹<small>學</small>›<br/><font color='#f00'>ㄒㄩㄝˊ</font><br/>[動]<br/>• 覺悟、領會。<br/>• 研習、學習。<br/>• 模仿、仿效。<br/>[名]<br/>• 學校、求學的地方。<br/>• 學問、學識。<br/>• 學說、學問派系。<br/>• 學科、有系統而專門的知識。<br/>
孪,‹<small>孿</small>›<br/><font color='#f00'>ㄌㄨㄢˊ / ㄌㄩㄢˊ</font><br/>[名]<br/>• 雙胞胎。<br/>[形]<br/>• 雙生的。<br/><font color='#f00'>ㄌㄩㄢˊ</font><br/>• (一)之又音。<br/>
㝉,‹<small>宁</small>›<br/><font color='#f00'>ㄓㄨˋ</font><br/>[名]<br/>• 大門與屏風之間。<br/>
宫,‹<small>宮</small>›<br/><font color='#f00'>ㄍㄨㄥ</font><br/>[名]<br/>• 房屋、住宅。<br/>• 帝王的住所。<br/>• 祭祀神明或祖先的地方。<br/>• 五音之一，與商、角、徵、羽合稱為「五音」。以宮聲為主的調式也稱為「宮」。如元代北曲用樂分六宮十一調。<br/>• 古代一種閹割男性的生殖器官或將女性幽閉起來的刑罰。<br/>• 姓。如春秋時虞國有宮之奇。<br/>
寝,"‹<small>寑</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">qǐn</font><br/>"
寝,‹<small>寢</small>›<br/><font color='#f00'>ㄑㄧㄣˇ</font><br/>[動]<br/>• 睡覺、臥息。<br/>• 躺臥。<br/>• 停止。<br/>• 隱瞞。<br/>[形]<br/>• 像動物趴著的樣子。<br/>• 相貌醜陋。<br/>[名]<br/>• 臥室、居室。<br/>• 宗廟收藏祖先衣冠的地方。亦泛指宗廟。<br/>• 古代帝王的墳墓。<br/>
实,‹<small>實</small>›<br/><font color='#f00'>ㄕˊ</font><br/>[形]<br/>• 充足、富裕。<br/>• 填滿而沒有空隙的。<br/>• 真誠不虛偽。<br/>• 真正、真確。<br/>[名]<br/>• 植物的種子、果實。<br/>• 事跡。<br/>• 哲學上指內容。與「名」相對。<br/>[動]<br/>• 充滿、加強。<br/>
审,‹<small>審</small>›<br/><font color='#f00'>ㄕㄣˇ</font><br/>[動]<br/>• 知道、明白、清楚。<br/>• 推究、分析。<br/>• 偵訊訴訟案件。<br/>• 謹慎。<br/>[副]<br/>• 周密、詳細。<br/>[名]<br/>• 姓。如漢代有審食其。<br/>
写,‹<small>寫</small>›<br/><font color='#f00'>ㄒㄧㄝˇ / ㄒㄧㄝˋ</font><br/>[動]<br/>• 放置、移置。<br/>• 拿筆記錄文字。<br/>• 描繪、描寫。<br/>• 抄錄。<br/>• 訂約租賃。<br/>• 傾訴、舒洩。<br/><font color='#f00'>ㄒㄧㄝˋ</font><br/>[動]<br/>• 拆卸。<br/><font color='#f00'>ㄒㄧㄝˋ</font><br/>[形]<br/>• 參見「寫意兒」條。<br/>
宽,‹<small>寬</small>›<br/><font color='#f00'>ㄎㄨㄢ</font><br/>[形]<br/>• 大、廣闊。與「狹」、「窄」相對。<br/>• 鬆、不緊。<br/>• 不嚴苛、度量大。<br/>• 闊綽、富裕。<br/>[名]<br/>• 數學上指長方形物體相對兩邊的距離。<br/>• 姓。如明代有寬轍。<br/>[動]<br/>• 饒恕、原諒。<br/>• 放鬆、延緩。<br/>• 解、脫。<br/>
宝,"‹<small>寳</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">bǎo</font><br/>"
宠,‹<small>寵</small>›<br/><font color='#f00'>ㄔㄨㄥˇ</font><br/>[動]<br/>• 偏愛、溺愛。<br/>[名]<br/>• 尊敬。<br/>• 恩惠。<br/>• 妾。<br/>
宝,‹<small>寶</small>›<br/><font color='#f00'>ㄅㄠˇ</font><br/>[名]<br/>• 珍貴的東西。<br/>• 舊時錢幣。<br/>• 璽印。舊時天子御璽、諸侯封璽都稱「寶」。<br/>• 姓。漢代有寶忠，元代有寶魯。<br/>[形]<br/>• 珍貴的。<br/>• 稱君主或神、道、佛有關事物。<br/>• 尊稱他人。<br/>
将,‹<small>將</small>›<br/><font color='#f00'>ㄐㄧㄤ / ㄑㄧㄤ / ㄐㄧㄤˋ</font><br/>[副]<br/>• 會、可能。<br/>• 快要。<br/>• 差不多。<br/>• 剛、才。<br/>[動]<br/>• 進步。<br/>• 拿、持。<br/>• 扶持、扶助。<br/>• 休息、休養。<br/>• 送。<br/>• 進行、做。<br/>• 下象棋時，攻擊對方的將棋或帥棋。<br/>• 用言語刺激。<br/>[介]<br/>• 把。<br/>• 以、用。<br/>[連]<br/>• 與、和。<br/>• 又、且。<br/>[助]<br/>• 置於動詞後，常和「進來」、「起來」、「進去」等補語連用。<br/><font color='#f00'>ㄑㄧㄤ</font><br/>[動]<br/>• 請求。<br/><font color='#f00'>ㄐㄧㄤˋ</font><br/>[名]<br/>• 高級軍官。<br/>• 高級軍階。<br/>• 團體中的成員。<br/><font color='#f00'>ㄐㄧㄤˋ</font><br/>[動]<br/>• 率領。<br/>
专,‹<small>專</small>›<br/><font color='#f00'>ㄓㄨㄢ</font><br/>[形]<br/>• 集中心志、一心一意。<br/>• 單獨的。<br/>• 特別的。<br/>[動]<br/>• 獨占、把持。<br/>[副]<br/>• 特地。<br/>• 單獨的。<br/>[名]<br/>• 姓。如春秋時吳國有專諸。<br/>
寻,‹<small>尋</small>›<br/><font color='#f00'>ㄒㄩㄣˊ / ㄒㄧㄣˊ</font><br/>[名]<br/>• 古代八尺稱為「一尋」。<br/>• 姓。如晉代有尋會。<br/>[動]<br/>• 找、探求。<br/>• 接續、繼續。<br/>• 攀爬、攀緣。<br/>• 動用、使用。<br/>• 重溫、重申。<br/>[副]<br/>• 經常、時常。<br/>• 不久、隨即。<br/>• 普通、一般。<br/><font color='#f00'>ㄒㄧㄣˊ</font><br/>[動]<br/>• 吳語。指乞討、賺取。<br/>
对,‹<small>對</small>›<br/><font color='#f00'>ㄉㄨㄟˋ</font><br/>[動]<br/>• 回答地位高的人所提的問題或接續他們的說話。<br/>• 一般的應答。<br/>• 對待、看待。<br/>• 朝著、向著。<br/>• 相合、投合。<br/>• 比照檢查。<br/>• 調整使合標準。<br/>• 攙入。<br/>• 使兩種事物配合在一起。<br/>•  雙方抗爭起來。<br/>[名]<br/>• 成雙的人或物。<br/>• 對聯的簡稱。<br/>• 量詞。計算成雙的人或物的單位。<br/>[形]<br/>• 對面的。<br/>• 正確、正常的。<br/>[介]<br/>• 表示動作的對象。<br/>
导,‹<small>導</small>›<br/><font color='#f00'>ㄉㄠˇ / ㄉㄠˋ</font><br/>[動]<br/>• 帶領、指引。<br/>• 教育、啟發。<br/>• 傳送。<br/><font color='#f00'>ㄉㄠˋ</font><br/>• (一)之讀音。<br/>
尔,"‹<small>尒</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">ěr</font><br/>"
尴,‹<small>尷</small>›<br/><font color='#f00'>ㄍㄢ / ㄐㄧㄢ</font><br/>• 參見「尷尬」條。<br/><font color='#f00'>ㄐㄧㄢ</font><br/>• (一)之又音。<br/>
届,‹<small>屆</small>›<br/><font color='#f00'>ㄐㄧㄝˋ</font><br/>[動]<br/>• 至、到。<br/>[名]<br/>• 量詞：(1) 計算定期舉行的會議或活動的單位。如：「本屆代表大會」、「第五屆運動會」。(2) 計算具有某種身分或擔任某種職務期間的單位。如：「他是本校第七屆傑出校友。」<br/>
屃,"‹<small>屓</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">xì</font><br/>"
屉,‹<small>屜</small>›<br/><font color='#f00'>ㄊㄧˋ</font><br/>[名]<br/>• 桌櫃中可以隨意抽動、存放物品的隔層。<br/>• 蒸籠的簡稱。如蒸籠的隔層稱為「籠屜」，蓋子稱為「屜帽」。<br/>
屡,‹<small>屢</small>›<br/><font color='#f00'>ㄌㄩˇ</font><br/>[副]<br/>• 每每、經常、數次。<br/>
层,‹<small>層</small>›<br/><font color='#f00'>ㄘㄥˊ</font><br/>[名]<br/>• 數重相疊的房屋。<br/>• 級、等次。<br/>• 量詞。計算重疊、累積物的單位。<br/>[形]<br/>• 重疊的。<br/>[副]<br/>• 重覆、不斷。<br/>
屦,‹<small>屨</small>›<br/><font color='#f00'>ㄐㄩˋ</font><br/>[名]<br/>• 鞋子。<br/>[動]<br/>• 踐踏。<br/>
属,‹<small>屬</small>›<br/><font color='#f00'>ㄕㄨˇ / ㄓㄨˇ</font><br/>[名]<br/>• 類別。<br/>• 生物分類的名稱之一。<br/>• 親眷。<br/>• 部下。<br/>[動]<br/>• 附著、歸於。<br/>• 用十二生肖配十二地支來記生年。<br/>[形]<br/>• 歸某方所有或管轄的。<br/><font color='#f00'>ㄓㄨˇ</font><br/>[動]<br/>• 連接。<br/>• 跟隨。<br/>• 會聚、聚集。<br/>• 綴輯、寫作。<br/>• 託付。<br/><font color='#f00'>ㄓㄨˇ</font><br/>[副]<br/>• 方才、適才。<br/>
屃,‹<small>屭</small>›<br/><font color='#f00'>ㄒㄧˋ</font><br/>• 參見「贔屭」、「屭屭」等條。<br/>
冈,‹<small>岡</small>›<br/><font color='#f00'>ㄍㄤ / ㄍㄤˇ</font><br/>[名]<br/>• 山脊、山嶺。<br/><font color='#f00'>ㄍㄤˇ</font><br/>• (一)之又音。<br/>
岘,‹<small>峴</small>›<br/><font color='#f00'>ㄒㄧㄢˋ</font><br/>[名]<br/>• 小而險峻的山嶺。<br/>
岛,‹<small>島</small>›<br/><font color='#f00'>ㄉㄠˇ</font><br/>[名]<br/>• 海中或湖中被水圍繞的小陸地。<br/>
峡,‹<small>峽</small>›<br/><font color='#f00'>ㄒㄧㄚˊ</font><br/>[名]<br/>• 兩山所夾的狹長水道。多用於地名。<br/>• 兩山之間。<br/>• 陸塊之間的狹長海道。<br/>
崃,‹<small>崍</small>›<br/><font color='#f00'>ㄌㄞˊ</font><br/>[名]<br/>• 崍山：山名。在大陸地區四川省灌縣西，邛水發源處。<br/>
岗,‹<small>崗</small>›<br/><font color='#f00'>ㄍㄤ / ㄍㄤˇ</font><br/>• 同「岡」。<br/><font color='#f00'>ㄍㄤˇ</font><br/>[名]<br/>• (一)之又音。<br/>• 高起如小山的土坡。<br/>• 守衛、值勤時的處所。<br/>• 比喻職責、本分。<br/>
仑,"‹<small>崘</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">lún</font><br/>"
仑,‹<small>崙</small>›<br/><font color='#f00'>ㄌㄨㄣˊ</font><br/>• 參見「崑崙」條。<br/>
峥,‹<small>崢</small>›<br/><font color='#f00'>ㄓㄥ / ㄔㄥˊ</font><br/>• 參見「崢嶸」條。<br/><font color='#f00'>ㄔㄥˊ</font><br/>• (一)之又音。<br/>
岽,"‹<small>崬</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">Dōng</font><br/>"
岚,‹<small>嵐</small>›<br/><font color='#f00'>ㄌㄢˊ</font><br/>[名]<br/>• 山中的霧氣。<br/>
岁,"‹<small>嵗</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">suì</font><br/>"
嵝,‹<small>嶁</small>›<br/><font color='#f00'>ㄌㄡˇ</font><br/>[名]<br/>• 山峰。<br/>
崭,"‹<small>嶃</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">chán</font><br/>"
崭,‹<small>嶄</small>›<br/><font color='#f00'>ㄓㄢˇ / ㄔㄢˊ</font><br/>[副]<br/>• 突出。<br/>• 很、特別，表示程度。<br/><font color='#f00'>ㄔㄢˊ</font><br/>• 同「巉」。<br/>
岖,‹<small>嶇</small>›<br/><font color='#f00'>ㄑㄩ</font><br/>• 參見「崎嶇」、「嶇嶔」等條。<br/>
嵚,‹<small>嶔</small>›<br/><font color='#f00'>ㄑㄧㄣ</font><br/>• 參見「嶔崎」、「嶔崟」等條。<br/>
崂,‹<small>嶗</small>›<br/><font color='#f00'>ㄌㄠˊ</font><br/>[名]<br/>• 山名。位於今大陸地區山東省青島市東北嶗山縣境內。<br/>
峤,‹<small>嶠</small>›<br/><font color='#f00'>ㄐㄧㄠˋ</font><br/>[名]<br/>• 高而尖的山。<br/>
峣,‹<small>嶢</small>›<br/><font color='#f00'>ㄧㄠˊ</font><br/>• 參見「嶢嶢」條。<br/>
峄,‹<small>嶧</small>›<br/><font color='#f00'>ㄧˋ</font><br/>[名]<br/>• 參見「嶧山」條。<br/>[形]<br/>• 山勢連綿不斷的樣子。<br/>
峃,"‹<small>嶨</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">xué</font><br/>"
崄,‹<small>嶮</small>›<br/><font color='#f00'>ㄒㄧㄢˇ</font><br/>[形]<br/>• 地勢險惡難行。<br/>• 高峻。<br/>[副]<br/>• 險些、差一點。<br/>
岙,‹<small>嶴</small>›<br/><font color='#f00'>ㄠˋ</font><br/>[名]<br/>• 地名用字。浙江等沿海省分的島嶼，多用嶴作名字。<br/>
嵘,‹<small>嶸</small>›<br/><font color='#f00'>ㄖㄨㄥˊ / ㄏㄨㄥˊ</font><br/>• 參見「崢嶸」條。<br/><font color='#f00'>ㄏㄨㄥˊ</font><br/>• (一)之又音。<br/>
岭,‹<small>嶺</small>›<br/><font color='#f00'>ㄌㄧㄥˇ</font><br/>[名]<br/>• 有道路可通的山頂。<br/>• 連綿不斷的山。<br/>• 大陸地區五嶺的簡稱。<br/>
屿,‹<small>嶼</small>›<br/><font color='#f00'>ㄩˇ</font><br/>[名]<br/>• 小島。<br/>
岿,‹<small>巋</small>›<br/><font color='#f00'>ㄎㄨㄟ</font><br/>[形]<br/>• 小山羅列。<br/>[副]<br/>• 高大堅固的樣子。<br/>
峦,‹<small>巒</small>›<br/><font color='#f00'>ㄌㄨㄢˊ</font><br/>[名]<br/>• 尖銳的小山。<br/>• 連綿不斷的山群。<br/>
巅,‹<small>巔</small>›<br/><font color='#f00'>ㄉㄧㄢ</font><br/>[名]<br/>• 山頂。<br/>[形]<br/>• 最高的。<br/>
𪩘,‹<small>巘</small>›<br/><font color='#f00'>ㄧㄢˇ</font><br/>[名]<br/>• 山峰、山頂。<br/>[形]<br/>• 艱險、險惡。<br/>
巯,"‹<small>巰</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">qiú</font><br/>"
纸,"‹<small>帋</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">zhǐ</font><br/>"
帅,‹<small>帥</small>›<br/><font color='#f00'>ㄕㄨㄞˋ / ㄕㄨㄛˋ</font><br/>[名]<br/>• 軍隊中級職最高的指揮官。<br/>• 姓。如宋代有帥範。<br/>[動]<br/>• 引導、率領。<br/>• 遵循。<br/>[形]<br/>• 面容俊俏或舉止瀟灑、有風度。<br/>• 事情美好，令人滿意。<br/><font color='#f00'>ㄕㄨㄛˋ</font><br/>• (一)之讀音。<br/>
师,‹<small>師</small>›<br/><font color='#f00'>ㄕ</font><br/>[名]<br/>• 教授學問、知識的人。<br/>• 具有專門技藝的人。<br/>• 對道士或僧尼的尊稱。<br/>• 古代兵制以二千五百人為一師。今為軍以下，旅以上的軍隊編制單位。<br/>• 軍隊。<br/>• 都邑、都城。<br/>• 榜樣、借鏡。<br/>• 《易經》卦名。六十四卦之一。坎（☵）下坤（☷）上。象君子以容民畜眾。<br/>• 姓。如漢代有師丹。<br/>[動]<br/>• 效法、採用。<br/>
帐,‹<small>帳</small>›<br/><font color='#f00'>ㄓㄤˋ</font><br/>[名]<br/>• 張掛起來做為露宿或防止蚊蟲進入的布幕、帷幕。<br/>• 記載有關銀錢、財物出入的簿據。<br/>• 債務。<br/>
带,‹<small>帶</small>›<br/><font color='#f00'>ㄉㄞˋ</font><br/>[名]<br/>• 繫衣服或紮東西所用的長條物。如「衣帶」、「腰帶」、「鞋帶」。<br/>• 泛指長條狀的物體。<br/>• 地球表面依緯度劃分的氣候區。<br/>• 地區、區域。<br/>• 一種婦科症狀。<br/>• 姓。如戰國時有帶陀。<br/>[動]<br/>• 佩掛。<br/>• 隨身攜著、拿著。<br/>• 附帶、連帶、順便做。<br/>• 含著、呈現。<br/>• 率領、引導。<br/>• 圍繞、環繞。<br/>
帧,‹<small>幀</small>›<br/><font color='#f00'>ㄓㄥˋ</font><br/>[名]<br/>• 量詞。計算照片、字畫等的單位。<br/>
帏,‹<small>幃</small>›<br/><font color='#f00'>ㄨㄟˊ</font><br/>[名]<br/>• 香囊。<br/>• 帳幕。<br/>
帮,"‹<small>幇</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">bāng</font><br/>"
帼,‹<small>幗</small>›<br/><font color='#f00'>ㄍㄨㄛˊ</font><br/>[名]<br/>• 古代婦女頭上的巾帕、髮飾。<br/>• 參見「巾幗」條。<br/>
帻,‹<small>幘</small>›<br/><font color='#f00'>ㄗㄜˊ</font><br/>[名]<br/>• 古代用來包裹頭髮的布巾。<br/>
帮,"‹<small>幚</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">bāng</font><br/>"
帜,‹<small>幟</small>›<br/><font color='#f00'>ㄓˋ</font><br/>[名]<br/>• 旌旗、旗子。<br/>• 記號、標記。<br/>
币,‹<small>幣</small>›<br/><font color='#f00'>ㄅㄧˋ</font><br/>[名]<br/>• 有標準價格、可作交易媒介的東西。<br/>• 財物的總稱。<br/>• 古時以束帛為祭祀或贈送賓客的禮物，稱為「幣」。後為禮物的泛稱。<br/>
帮,‹<small>幫</small>›<br/><font color='#f00'>ㄅㄤ</font><br/>[動]<br/>• 佐助、輔助。<br/>• 附和。<br/>[名]<br/>• 物體旁邊豎起的部分。<br/>• 同性質的人因政治或經濟等目的而組成的團體。<br/>• 量詞。計算成批、成群事物的單位。<br/>
帱,‹<small>幬</small>›<br/><font color='#f00'>ㄉㄠˋ / ㄔㄡˊ</font><br/>[動]<br/>• 覆蓋。<br/><font color='#f00'>ㄔㄡˊ</font><br/>[名]<br/>• 蚊帳、帷幕。<br/>• 舟車上的帷幕。<br/>
库,‹<small>庫</small>›<br/><font color='#f00'>ㄎㄨˋ / ㄕㄜˋ</font><br/>[名]<br/>• 收藏兵器的地方。<br/>• 泛指貯藏物品的地方。<br/><font color='#f00'>ㄕㄜˋ</font><br/>[名]<br/>• 姓。如漢代有庫鈞。<br/>
