character,defination
事,<font color='#f00'>ㄕˋ</font><br/>[名]<br/>• 工作、職務。<br/>• 人類所作所為及自然界的一切現象、活動，都稱為「事」。<br/>• 變故。<br/>[動]<br/>• 侍奉。<br/>• 做、為。<br/>• 插入。<br/>
二,<font color='#f00'>ㄦˋ</font><br/>[名]<br/>• 介於一和三之間的自然數。如：「一、二、三……。」大寫作「貳」，阿拉伯數字作「2」。<br/>• 二一四部首之一。<br/>[形]<br/>• 次序排第二的。<br/>• 不專一的、兩樣的。<br/>[動]<br/>• 改變。<br/>• 並比。<br/>
亍,<font color='#f00'>ㄔㄨˋ</font><br/>[動]<br/>• 在行進中停止步伐。<br/>• 小步行進。<br/>[名]<br/>• 右腳的步伐。<br/>
于,<font color='#f00'>ㄩˊ / ㄒㄩ</font><br/>[動]<br/>• 去、往。<br/>• 取。<br/>[介]<br/>• 在。<br/>• 以、用。<br/>• 對、對於。<br/>• 至、到。<br/>• 依照。<br/>• 為了。<br/>[連]<br/>• 和、與。<br/>[助]<br/>• 用於句首或句中，無義。<br/>• 用於句尾，表示疑問的語氣。<br/>[名]<br/>• 姓。如明代有于謙。<br/><font color='#f00'>ㄒㄩ</font><br/>[歎]<br/>• 表示感嘆的意思。<br/>
云,<font color='#f00'>ㄩㄣˊ</font><br/>[名]<br/>• 雲的古字。<br/>• 姓。如漢代有云敞。<br/>[動]<br/>• 說。<br/>• 有。<br/>[助]<br/>• 發語詞，無義。<br/>• 用於句中，無義。<br/>• 用於句尾，無義。<br/>[代]<br/>• 如此。<br/>
互,<font color='#f00'>ㄏㄨˋ</font><br/>[副]<br/>• 彼此、相互。<br/>[形]<br/>• 交錯的。<br/>
亓,<font color='#f00'>ㄑㄧˊ</font><br/>[名]<br/>• 其的古字。<br/>• 姓。如唐代有亓志紹。<br/>
五,<font color='#f00'>ㄨˇ</font><br/>[名]<br/>• 介於四與六之間的自然數。如：「三、四、五、六……。」大寫作「伍」，阿拉伯數字作「5」。<br/>• 姓。如漢代有五京。<br/>
井,<font color='#f00'>ㄐㄧㄥˇ</font><br/>[名]<br/>• 為汲水而挖掘的深洞。<br/>• 像井的坑洞。<br/>• 人口聚居的地方。<br/>• 家鄉。<br/>• 周代田制以百畝為一井。參見「井田」條。<br/>• 《易經》卦名。六十四卦之一。巽（☴）下坎（☵）上。表示君子修德，終始無變之象。<br/>• 姓。如明代有井源。<br/>[形]<br/>• 整齊的樣子。<br/>
亘,• 「亙」的異體字。<br/>
亙,<font color='#f00'>ㄍㄣˋ / ㄍㄥˋ</font><br/>[動]<br/>• 時間或空間延續不斷。<br/>[副]<br/>• 窮盡。<br/>[名]<br/>• 姓。如漢代有亙寬。<br/><font color='#f00'>ㄍㄥˋ</font><br/>• (一)之又音。<br/>
些,<font color='#f00'>ㄒㄧㄝ / ㄙㄨㄛˋ</font><br/>[副]<br/>• 少量、一點。<br/>• 用於形容詞後面，表示比較下少許的差別。<br/>[名]<br/>• 量詞。計算事物不確定數量的單位。<br/><font color='#f00'>ㄙㄨㄛˋ</font><br/>[助]<br/>• 用於句末。表示疑問、感嘆、勸阻等語氣。在《楚辭．招魂》中常見。<br/>
亞,<font color='#f00'>ㄧㄚˋ / ㄧㄚ / ㄧㄚˇ</font><br/>[動]<br/>• 次於。<br/>• 輸、低、較差。<br/>• 相同、相等。<br/>• 掩。<br/>[形]<br/>• 次一等的、第二的。<br/>[名]<br/>• 亞洲的簡稱。<br/>• 姊妹丈夫的互稱。<br/><font color='#f00'>ㄧㄚ</font><br/>[名]<br/>• 物體的分歧部分。<br/><font color='#f00'>ㄧㄚˇ</font><br/>• (一)之又音。<br/>
亟,<font color='#f00'>ㄐㄧˊ / ㄑㄧˋ</font><br/>[副]<br/>• 緊急、急切。<br/><font color='#f00'>ㄑㄧˋ</font><br/>[副]<br/>• 屢次、每每。<br/>
亠,<font color='#f00'>ㄊㄡˊ</font><br/>[名]<br/>• 二一四部首之一。<br/>
亡,<font color='#f00'>ㄨㄤˊ / ㄨˊ</font><br/>[動]<br/>• 逃跑。<br/>• 失去。<br/>• 死去。<br/>• 消滅。<br/>• 外出不在。<br/>• 忘記。<br/>[形]<br/>• 死去的。<br/><font color='#f00'>ㄨˊ</font><br/>[動]<br/>• 沒有。<br/>
亢,<font color='#f00'>ㄎㄤˋ / ㄍㄤ</font><br/>[形]<br/>• 高。<br/>• 高傲。<br/>• 強硬。<br/>[副]<br/>• 過甚、極。<br/>[名]<br/>• 星座名。二十八星宿之一。為東方蒼龍七宿的第二宿，由四顆星組成。<br/>• 姓。如唐代有亢潮。<br/><font color='#f00'>ㄍㄤ</font><br/>[名]<br/>• 脖子、咽喉。<br/>
交,<font color='#f00'>ㄐㄧㄠ</font><br/>[動]<br/>• 足脛相交。<br/>• 縱橫錯雜。<br/>• 相接、接觸。<br/>• 來往、往來相好。<br/>• 兩性媾合。<br/>• 授與、付給。<br/>• 使得、使令。<br/>[名]<br/>• 相會的時候或地方。<br/>• 朋友、友誼。<br/>• 買賣。<br/>• 筋斗、跟頭。<br/>• 姓。如周代有交父彝。<br/>[副]<br/>• 雜合、一齊。<br/>• 互相、彼此。<br/>
亥,<font color='#f00'>ㄏㄞˋ</font><br/>[名]<br/>• 地支的第十二位。<br/>• 時辰名。約當晚上九點至十一點。<br/>• 排列次序用字，表示第十二。<br/>• 姓。如戰國時晉國有亥唐。<br/>
亦,<font color='#f00'>ㄧˋ</font><br/>[副]<br/>• 相當於「也」、「也是」。<br/>• 相當於「又」。<br/>• 只是、不過。<br/>• 已經。<br/>[連]<br/>• 雖然。<br/>[助]<br/>• 位於句首或句中，無義。<br/>[名]<br/>• 姓。如明代有亦孔昭。<br/>
亨,<font color='#f00'>ㄏㄥ / ㄆㄥ / ㄏㄥˊ</font><br/>[形]<br/>• 通達、順利。<br/><font color='#f00'>ㄆㄥ</font><br/>[動]<br/>• 煮。為「烹」的本字。<br/><font color='#f00'>ㄏㄥˊ</font><br/>• (一)之又音。<br/>
享,<font color='#f00'>ㄒㄧㄤˇ</font><br/>[動]<br/>• 進貢、進獻。<br/>• 祭祀、供奉。<br/>• 設宴請客。<br/>• 受用、擁有。<br/>
京,<font color='#f00'>ㄐㄧㄥ / ㄩㄢˊ</font><br/>[名]<br/>• 人工所堆砌的高丘。<br/>• 大的方形穀倉。<br/>• 國都、首都。<br/>• 數目字。古代以十億為兆，十兆為京。<br/>• 姓。如漢代有京房。<br/>[形]<br/>• 高大。<br/>[動]<br/>• 齊等、比擬。<br/><font color='#f00'>ㄩㄢˊ</font><br/>[名]<br/>• 墓地。<br/>
亭,<font color='#f00'>ㄊㄧㄥˊ</font><br/>[名]<br/>• 秦漢時的地方治安機構。<br/>• 古代建在路旁的公家房舍，以便旅客投宿休息。<br/>• 守望敵情的處所。<br/>• 有頂無牆，供人憩息、觀賞的建築物，多築在花園或路旁。<br/>• 一種供辦公或營業使用的小型房子。<br/>
亮,<font color='#f00'>ㄌㄧㄤˋ / ㄌㄧㄤˊ</font><br/>[形]<br/>• 明朗、光亮。<br/>• 聲音響亮清澈。<br/>• 忠貞正直。<br/>[動]<br/>• 顯露、展示。<br/><font color='#f00'>ㄌㄧㄤˊ</font><br/>• 參見「亮陰」條。<br/>
亳,<font color='#f00'>ㄅㄛˋ</font><br/>[名]<br/>• 地名。商湯建都於此。約在今大陸地區河南省商邱縣。<br/>• 國名。故城在今大陸地區安徽省亳縣。<br/>
亶,<font color='#f00'>ㄉㄢˇ</font><br/>[副]<br/>• 誠然、真實、實在。<br/>[名]<br/>• 姓。如漢代有亶誦。<br/>
亹,<font color='#f00'>ㄨㄟˇ / ㄇㄣˊ</font><br/>• 參見「亹亹」條。<br/><font color='#f00'>ㄇㄣˊ</font><br/>[名]<br/>• 地名用字。如大陸地區青海省的亹源縣。<br/>
人,<font color='#f00'>ㄖㄣˊ</font><br/>[名]<br/>• 具有高度智慧和靈性，且能製造並使用工具以進行勞動的高等動物。<br/>• 別人、他人。<br/>• 每人。<br/>• 某種類型、身分的人。<br/>• 人的品格和性情。<br/>• 姓。如明代有人杰。<br/>• 二一四部首之一。<br/>
什,<font color='#f00'>ㄕˊ / ㄕㄜˊ / ㄕㄣˊ</font><br/>[名]<br/>• 數目字。<br/>• 《詩經》中的雅、頌以十篇為一卷，故稱詩篇為「篇什」，簡稱為「什」。<br/>• 姓。如後魏有什翼犍。<br/>[形]<br/>• 數多品雜。<br/><font color='#f00'>ㄕㄜˊ</font><br/>• (二)之又音。<br/><font color='#f00'>ㄕㄣˊ</font><br/>• 參見「什麼」條。<br/>
仁,<font color='#f00'>ㄖㄣˊ</font><br/>[動]<br/>• 親愛。<br/>[名]<br/>• 寬惠善良的德行。<br/>• 有仁德的人。<br/>• 一般人。<br/>• 果核中的種子。<br/>• 姓。如五代時有仁裕。<br/>[形]<br/>• 寬厚、有德性的。<br/>• 有感覺、感受的。<br/>
仂,<font color='#f00'>ㄌㄜˋ</font><br/>[名]<br/>• 零餘的數目。<br/>
仃,<font color='#f00'>ㄉㄧㄥ</font><br/>• 參見「伶仃」條。<br/>
仄,<font color='#f00'>ㄗㄜˋ</font><br/>[動]<br/>• 傾斜。<br/>[形]<br/>• 狹小。<br/>• 心中不安。<br/>[名]<br/>• 韻文稱四聲中上、去、入三聲為「仄聲」。<br/>
仆,<font color='#f00'>ㄆㄨ / ㄈㄨˋ</font><br/>[動]<br/>• 跌倒而伏在地上。<br/>• 傾倒、橫陳。<br/><font color='#f00'>ㄈㄨˋ</font><br/>• (一)之又音。<br/>
仇,<font color='#f00'>ㄔㄡˊ / ㄑㄧㄡˊ</font><br/>[名]<br/>• 讎敵。<br/>• 深切的怨恨。<br/>[動]<br/>• 怨恨。<br/><font color='#f00'>ㄑㄧㄡˊ</font><br/>[名]<br/>• 配偶。<br/>• 同類、同輩。<br/>• 姓。如漢代有仇景。<br/>
仉,<font color='#f00'>ㄓㄤˇ</font><br/>[名]<br/>• 姓。如明代有仉經。<br/>
今,<font color='#f00'>ㄐㄧㄣ</font><br/>[名]<br/>• 現代。與「古」相對。<br/>• 姓。如明代有今穎伯。<br/>[形]<br/>• 現在的、當前的。<br/>
介,<font color='#f00'>ㄐㄧㄝˋ</font><br/>[動]<br/>• 居於兩者之間。<br/>• 居間牽引傳達。<br/>• 相助、佐助。<br/>• 繫留、懸掛。<br/>• 仗恃、憑藉。<br/>[形]<br/>• 堅毅。<br/>• 如此、這樣。<br/>[名]<br/>• 界限、本分。<br/>• 比喻微小的東西。<br/>• 參見「介冑」條。<br/>• 量詞。計算人或銅錢的單位。相當於「個」。<br/>• 身上有甲殼的水產動物。<br/>• 姓。如春秋時晉國有介之推。<br/>
仍,<font color='#f00'>ㄖㄥˊ</font><br/>[動]<br/>• 因循、沿襲。<br/>[副]<br/>• 屢次、頻頻。<br/>• 依然、還。<br/>[連]<br/>• 於是、因此。<br/>
从,• 「從」的異體字。<br/>
仔,<font color='#f00'>ㄗ / ㄗˇ / ㄗㄞˇ</font><br/>• 參見「仔肩」條。<br/><font color='#f00'>ㄗˇ</font><br/>[名]<br/>• 植物的種子。<br/><font color='#f00'>ㄗˇ</font><br/>[副]<br/>• 小心、細心。<br/><font color='#f00'>ㄗˇ</font><br/>[助]<br/>• 方言中的語助詞。<br/><font color='#f00'>ㄗㄞˇ</font><br/>[名]<br/>• 廣東方言。指幼小的東西。<br/><font color='#f00'>ㄗㄞˇ</font><br/>[形]<br/>• 幼小的。<br/>
仕,<font color='#f00'>ㄕˋ</font><br/>[動]<br/>• 做官、任職。<br/>• 視察。<br/>• 工作。<br/>[名]<br/>• 姓。如元代有仕鳳。<br/>
他,<font color='#f00'>ㄊㄚ / ㄊㄨㄛ</font><br/>[代]<br/>• 第三人稱。指你我以外的第三人。<br/>[形]<br/>• 另外的、別的。<br/>[副]<br/>• 其它方面的。<br/>[名]<br/>• 別的方面或其餘的事。<br/>[助]<br/>• 用於句中當襯字，無所指。如：「唱他幾句」、「喝他幾杯」。有時綴以「這」、「那」。如：「投宿於他這旅舍」、「看他那天氣好像要下雨」。亦可綴「這個」。如：「我恨就恨他這個冰天雪地」。<br/><font color='#f00'>ㄊㄨㄛ</font><br/>• (一)之又音。<br/>
仗,<font color='#f00'>ㄓㄤˋ</font><br/>[名]<br/>• 兵器的總稱。<br/>• 戰事、戰爭。<br/>[動]<br/>• 憑藉、依附。<br/>• 握、拿、持。<br/>
付,<font color='#f00'>ㄈㄨˋ</font><br/>[動]<br/>• 授予、交給。<br/>• 支出錢財。<br/>[名]<br/>• 量詞。計算成組成套物品的單位。<br/>
仙,<font color='#f00'>ㄒㄧㄢ</font><br/>[名]<br/>• 經修煉後長生不老、超脫塵俗的人。<br/>• 性情或行為超凡不俗的人。<br/>• 姓。如宋代有仙源明。<br/>[形]<br/>• 神仙的、仙人的。<br/>• 輕飄、輕盈。<br/>• 超俗不凡。<br/>[副]<br/>• 稱死的婉辭。<br/>
仚,• 「仙」的異體字。<br/>
仝,• 「同」的異體字。<br/>
仞,<font color='#f00'>ㄖㄣˋ</font><br/>[名]<br/>• 量詞。古代計算長度的單位。八尺為一仞，一說七尺為一仞。<br/>[動]<br/>• 測量深度。<br/>• 辨認。<br/>• 填塞、充滿。<br/>
仟,<font color='#f00'>ㄑㄧㄢ</font><br/>[名]<br/>• 千的大寫。<br/>• 職官名。古代軍隊中一千人的指揮者。<br/>• 田間的小路。<br/>
仡,<font color='#f00'>ㄧˋ / ㄑㄧˋ</font><br/>[形]<br/>• 勇猛、健壯。<br/>[動]<br/>• 抬頭。<br/><font color='#f00'>ㄑㄧˋ</font><br/>• 參見「仡佬族」條。<br/>
代,<font color='#f00'>ㄉㄞˋ</font><br/>[名]<br/>• 歷史的階段、分期。<br/>• 泛指時間。<br/>• 量詞。計算輩分的單位。<br/>• 繼任的人。<br/>• 國名：(1) 戰國時的國家，為趙襄子所滅，故址約在今大陸地區河北省蔚縣東北。(2) 五胡十六國鮮卑拓跋氏所建。約在今大陸地區山西、內蒙古一帶，後為前秦所滅。<br/>• 姓。如宋代有代淵。<br/>[動]<br/>• 替代、替換。<br/>• 交替、輪流。<br/>• 接替、繼承。<br/>[副]<br/>• 輪流更換。<br/>
令,<font color='#f00'>ㄌㄧㄥˋ</font><br/>[名]<br/>• 命令、法令。<br/>• 時節。<br/>• 詞、曲中小令的簡稱。<br/>• 姓。如漢代有令勉。<br/>[動]<br/>• 發布命令。<br/>• 使、讓。<br/>[形]<br/>• 好的、善的。<br/>• 敬辭。用以尊稱他人的親屬或有關係的人，今人都只限用於尊稱對方之親屬或有關係的人。<br/>
以,<font color='#f00'>ㄧˇ</font><br/>[動]<br/>• 用。<br/>• 仰賴、憑藉。<br/>• 認為。<br/>• 可、能夠。<br/>• 令、使。<br/>[介]<br/>• 因為、由於。<br/>• 按、依。<br/>• 在、於。<br/>• 加在前、後、左、右、上、下、往、來、東、西、南、北等字之前，表時空和方位的界限。<br/>• 連及。<br/>[連]<br/>• 而、且。<br/>• 因此。<br/>• 目的在於。<br/>• 與、和。<br/>[助]<br/>• 置動詞後，無義。<br/>[副]<br/>• 太、甚。<br/>• 既、已經。<br/>• 愈益、更加。<br/>[名]<br/>• 緣故、理由。<br/>• 以色列的簡稱。<br/>• 姓。如漢代有以彤。<br/>
仨,<font color='#f00'>ㄙㄚ</font><br/>[形]<br/>• 北方方言。指三個，使用時不必接量詞「個」。<br/>
仰,<font color='#f00'>ㄧㄤˇ</font><br/>[動]<br/>• 抬頭。<br/>• 朝上、向上。<br/>• 敬慕。<br/>• 舊時公文用語。上行文中置於懇、祈、請之前，表示尊敬，如：「仰懇鑒察」；下行文中，表示命令，如：「令仰遵照」。<br/>• 依賴。<br/>[名]<br/>• 姓。如宋代有仰忻。<br/>
仲,<font color='#f00'>ㄓㄨㄥˋ</font><br/>[形]<br/>• 位置居中的。<br/>• 兄弟排行，常用伯、仲、叔、季為序，仲是排行第二的。<br/>• 姓。如唐代有仲子陵。<br/>
仳,<font color='#f00'>ㄆㄧˇ</font><br/>[動]<br/>• 分別、分離。<br/>
仵,<font color='#f00'>ㄨˇ</font><br/>[形]<br/>• 同等的、相同的。<br/>[名]<br/>• 姓。如明代有仵瑜。<br/>
件,<font color='#f00'>ㄐㄧㄢˋ</font><br/>[名]<br/>• 物品、器具。<br/>• 量詞。計算個體事物的單位。<br/>
价,<font color='#f00'> / ㄐㄧㄝˋ</font><br/>• 「價」的異體字。<br/><font color='#f00'>ㄐㄧㄝˋ</font><br/>[形]<br/>• 善。<br/><font color='#f00'>ㄐㄧㄝˋ</font><br/>[動]<br/>• 介紹。<br/><font color='#f00'>ㄐㄧㄝˋ</font><br/>[名]<br/>• 舊稱僕役為「价」。<br/>
任,<font color='#f00'>ㄖㄣˋ / ㄖㄣˊ</font><br/>[名]<br/>• 職責、職務。<br/>• 職位。<br/>• 量詞。計算擔任某種職務或具有某種身分期間的單位。<br/>[動]<br/>• 委派。如：「派任」、「任免」。《書經．大禹謨》：「任賢勿貳」。<br/>• 聽憑。<br/>• 擔當、承受。<br/>• 相信。<br/>• 懷孕。<br/>[副]<br/>• 無論。<br/><font color='#f00'>ㄖㄣˊ</font><br/>[形]<br/>• 奸佞。<br/><font color='#f00'>ㄖㄣˊ</font><br/>[名]<br/>• 姓。如漢代有任尚。<br/>
份,<font color='#f00'>ㄈㄣˋ / ㄅㄧㄣ</font><br/>[名]<br/>• 整體中的一個單位。<br/>• 量詞。計算定量事物的單位。<br/><font color='#f00'>ㄅㄧㄣ</font><br/>[形]<br/>• 文質兼備。<br/>
仿,<font color='#f00'>ㄈㄤˇ</font><br/>[動]<br/>• 效法。<br/>• 似、像。<br/>
伀,<font color='#f00'>ㄓㄨㄥ</font><br/>[名]<br/>• 稱謂。用以尊稱丈夫的父親。<br/>[動]<br/>• 恐懼。<br/>
企,<font color='#f00'>ㄑㄧˋ</font><br/>[動]<br/>• 踮著腳尖，把腳後跟提起來。<br/>• 盼望。<br/>
伃,• 「妤」的異體字。<br/>
伈,<font color='#f00'>ㄒㄧㄣˇ</font><br/>• 參見「伈伈」條。<br/>
伉,<font color='#f00'>ㄎㄤˋ</font><br/>[名]<br/>• 配偶。參見「伉儷」條。<br/>• 姓。如漢代有伉喜。<br/>[動]<br/>• 對等、匹敵。<br/>• 抵擋。<br/>[形]<br/>• 高、高大。<br/>• 強壯。<br/>• 剛直。<br/>
伊,<font color='#f00'>ㄧ</font><br/>[代]<br/>• 第三人稱代名詞，相當於「彼」、「他」。<br/>• 第二人稱代名詞，相當於「你」。<br/>[動]<br/>• 表示肯定，相當於「是」。<br/>[助]<br/>• 發語詞，無義。<br/>• 文言助詞，表示「剛剛」的意思。<br/>[名]<br/>• 姓。如商朝有伊尹。<br/>
伋,<font color='#f00'>ㄐㄧˊ</font><br/>[名]<br/>• 人名用字。如孔子的孫子孔伋，字子思。<br/>
伍,<font color='#f00'>ㄨˇ</font><br/>[名]<br/>• 古代軍隊的編制單位，以五人為一伍。<br/>• 軍隊。<br/>• 古代基層的戶政編制單位，以五家為一伍。<br/>• 五的大寫。<br/>• 姓。如春秋時楚國有伍子胥。<br/>[動]<br/>• 雜處、參雜。<br/>
伎,<font color='#f00'>ㄐㄧˋ</font><br/>[名]<br/>• 技藝、才能。<br/>• 古代稱以歌舞娛樂賓客為業的女子。唐．劉禹錫〈蜀先主廟〉詩：「淒涼蜀故妓，來舞魏宮前。」也作「妓」。<br/>
伏,<font color='#f00'>ㄈㄨˊ</font><br/>[動]<br/>• 趴，身體向前傾靠在物體上。<br/>• 隱藏、隱匿。<br/>• 降服、使屈服。<br/>• 低落下去。<br/>• 承認、承受。<br/>• 佩服、信服。<br/>[形]<br/>• 隱藏不露的。<br/>[名]<br/>• 參見「伏日」條。<br/>[副]<br/>• 對尊長自謙的敬辭。<br/>
伐,<font color='#f00'>ㄈㄚ / ㄈㄚˊ</font><br/>[動]<br/>• 砍。<br/>• 征討、攻打。<br/>• 自誇。<br/>• 割除。<br/>[名]<br/>• 功績、功勞。<br/>• 媒人。<br/><font color='#f00'>ㄈㄚˊ</font><br/>• (一)之又音。<br/>
休,<font color='#f00'>ㄒㄧㄡ / ㄒㄧㄡˇ / ㄒㄩˇ</font><br/>[動]<br/>• 歇息。<br/>• 停歇、終止。<br/>• 辭退官職、工作。<br/>• 丈夫主動向妻子解除婚約。<br/>• 喜悅、快樂。<br/>[副]<br/>• 不要、不可。<br/>[形]<br/>• 美好。<br/>[名]<br/>• 福祿、吉慶。<br/>• 姓。漢封楚元王之子為休侯，後以邑為氏。<br/>[助]<br/>• 用於句尾，相當於「罷」、「了」。<br/><font color='#f00'>ㄒㄧㄡˇ</font><br/>• 參見「休屠」條。<br/><font color='#f00'>ㄒㄩˇ</font><br/>[動]<br/>• 使溫暖。<br/>• 發出痛念、憐惜的聲音。<br/>
