character,defination
专,<small>〔專〕</small><font color='#f00'>ㄓㄨㄢ</font><br>• for a particular person, occasion, purpose<br>• focused on one thing<br>• special<br>• expert<br>• particular (to sth)<br>• concentrated<br>• specialized<br>
寻,<small>〔尋〕</small><font color='#f00'>ㄒㄩㄣˊ / ㄒㄧㄣˊ</font><br>• to search<br>• to look for<br>• to seek<br>
对,<small>〔對〕</small><font color='#f00'>ㄉㄨㄟˋ</font><br>• right<br>• correct<br>• couple<br>• pair<br>• towards<br>• at<br>• for<br>• to face<br>• opposite<br>• to treat (sb a certain way)<br>• to match together<br>• to adjust<br>• to fit<br>• to suit<br>• to answer<br>• to reply<br>• classifier: couple<br>
导,<small>〔導〕</small><font color='#f00'>ㄉㄠˇ / ㄉㄠˋ</font><br>• to transmit<br>• to lead<br>• to guide<br>• to conduct<br>• to direct<br>
尔,<small>〔尒〕</small><big><font color='#f00' style='font-family: serif !important;'>ěr</font></big><br>• variant of 爾|尔[ěr]<br>
尴,<small>〔尷〕</small><font color='#f00'>ㄍㄢ / ㄐㄧㄢ</font><br>• embarrassed<br>• ill at ease<br>
届,<small>〔屆〕</small><font color='#f00'>ㄐㄧㄝˋ</font><br>• to arrive at (place or time)<br>• period<br>• to become due<br>• classifier for events, meetings, elections, sporting fixtures, years (of graduation)<br>
尸,<small>〔屍〕</small><font color='#f00'>ㄕ</font><br>• corpse<br>
屉,<small>〔屜〕</small><font color='#f00'>ㄊㄧˋ</font><br>• drawer<br>• tier<br>• tray<br>
屡,<small>〔屢〕</small><font color='#f00'>ㄌㄩˇ</font><br>• time and again<br>• repeatedly<br>• frequently<br>
层,<small>〔層〕</small><font color='#f00'>ㄘㄥˊ</font><br>• layer<br>• stratum<br>• laminated<br>• floor (of a building)<br>• storey<br>• classifier for layers<br>• repeated<br>• sheaf (math.)<br>
屦,<small>〔屨〕</small><font color='#f00'>ㄐㄩˋ</font><br>• sandals<br>
属,<small>〔屬〕</small><font color='#f00'>ㄕㄨˇ / ㄓㄨˇ</font><br>• category<br>• genus (taxonomy)<br>• family members<br>• dependents<br>• to belong to<br>• subordinate to<br>• affiliated with<br>• be born in the year of (one of the 12 animals)<br>• to be<br>• to prove to be<br>• to constitute<br>
屃,<small>〔屭〕</small><font color='#f00'>ㄒㄧˋ</font><br>• see 贔屭|赑屃[Bì xì]<br>
冈,<small>〔岡〕</small><font color='#f00'>ㄍㄤ / ㄍㄤˇ</font><br>• ridge<br>• mound<br>
峨,<small>〔峩〕</small><big><font color='#f00' style='font-family: serif !important;'>é</font></big><br>• variant of 峨[é]<br>
岘,<small>〔峴〕</small><font color='#f00'>ㄒㄧㄢˋ</font><br>• abbr. for 峴首山|岘首山[Xiàn shǒu shān]<br>• Mt Xianshou in Hubei<br>• steep hill<br>• used in place names<br>
岛,<small>〔島〕</small><font color='#f00'>ㄉㄠˇ</font><br>• island<br>• CL:個|个[gè],座[zuò]<br>
峡,<small>〔峽〕</small><font color='#f00'>ㄒㄧㄚˊ</font><br>• gorge<br>
崃,<small>〔崍〕</small><font color='#f00'>ㄌㄞˊ</font><br>• name of a mountain in Sichuan<br>
昆,<small>〔崐〕</small><big><font color='#f00' style='font-family: serif !important;'>kūn</font></big><br>• variant of 崑|昆[kūn]<br>
昆,<small>〔崑〕</small><font color='#f00'>ㄎㄨㄣ</font><br>• used in place names, notably Kunlun Mountains 崑崙|昆仑[Kūn lún]<br>• (also used for transliteration)<br>
岗,<small>〔崗〕</small><font color='#f00'>ㄍㄤ / ㄍㄤˇ</font><br>• mound<br>• policeman's beat<br>
仑,<small>〔崙〕</small><font color='#f00'>ㄌㄨㄣˊ</font><br>• Kunlun (Karakorum) mountain range in Xinjiang<br>
峥,<small>〔崢〕</small><font color='#f00'>ㄓㄥ / ㄔㄥˊ</font><br>• excel<br>• lofty<br>
岚,<small>〔嵐〕</small><font color='#f00'>ㄌㄢˊ</font><br>• mist<br>• name of a mountain<br>
岩,<small>〔嵒〕</small><font color='#f00'>ㄧㄢˊ</font><br>• variant of 巖|岩[yán]<br>
岁,<small>〔嵗〕</small><big><font color='#f00' style='font-family: serif !important;'>suì</font></big><br>• variant of 歲|岁[suì], year<br>• years old<br>
嵝,<small>〔嶁〕</small><font color='#f00'>ㄌㄡˇ</font><br>• mountain peak<br>
崭,<small>〔嶃〕</small><big><font color='#f00' style='font-family: serif !important;'>chán</font></big><br>• variant of 嶄|崭[chán]<br>
崭,<small>〔嶄〕</small><font color='#f00'>ㄓㄢˇ / ㄔㄢˊ</font><br>• precipitous<br>
岖,<small>〔嶇〕</small><font color='#f00'>ㄑㄩ</font><br>• rugged<br>
嵚,<small>〔嶔〕</small><font color='#f00'>ㄑㄧㄣ</font><br>• loftiness (of mountain)<br>
崂,<small>〔嶗〕</small><font color='#f00'>ㄌㄠˊ</font><br>• name of a mountain in Shandong<br>
峤,<small>〔嶠〕</small><font color='#f00'>ㄐㄧㄠˋ</font><br>• highest peak<br>
峣,<small>〔嶢〕</small><font color='#f00'>ㄧㄠˊ</font><br>• high<br>• steep<br>• to tower<br>
峄,<small>〔嶧〕</small><font color='#f00'>ㄧˋ</font><br>• name of hills in Shandong<br>
峃,<small>〔嶨〕</small><big><font color='#f00' style='font-family: serif !important;'>xué</font></big><br>• big rocky mountain<br>
崄,<small>〔嶮〕</small><font color='#f00'>ㄒㄧㄢˇ</font><br>• precipitous<br>• rugged<br>
岙,<small>〔嶴〕</small><font color='#f00'>ㄠˋ</font><br>• plain in the middle of the mountains<br>• used in place names, esp. in 浙江[Zhè jiāng] and 福建[Fú jiàn]<br>
嵘,<small>〔嶸〕</small><font color='#f00'>ㄖㄨㄥˊ / ㄏㄨㄥˊ</font><br>• lofty<br>
岭,<small>〔嶺〕</small><font color='#f00'>ㄌㄧㄥˇ</font><br>• mountain range<br>• mountain ridge<br>
屿,<small>〔嶼〕</small><font color='#f00'>ㄩˇ</font><br>• islet<br>
岳,<small>〔嶽〕</small><font color='#f00'>ㄩㄝˋ</font><br>• high mountain<br>• highest peak of a mountain ridge<br>
岿,<small>〔巋〕</small><font color='#f00'>ㄎㄨㄟ</font><br>• high and mighty (of mountain)<br>• hilly<br>
峦,<small>〔巒〕</small><font color='#f00'>ㄌㄨㄢˊ</font><br>• mountain ranges<br>
巅,<small>〔巔〕</small><font color='#f00'>ㄉㄧㄢ</font><br>• summit<br>
岩,<small>〔巖〕</small><font color='#f00'>ㄧㄢˊ</font><br>• variant of 岩[yán]<br>
岩,<small>〔巗〕</small><big><font color='#f00' style='font-family: serif !important;'>yán</font></big><br>• variant of 巖|岩[yán]<br>
巯,<small>〔巰〕</small><big><font color='#f00' style='font-family: serif !important;'>qiú</font></big><br>• hydrosulfuryl<br>
卮,<small>〔巵〕</small><big><font color='#f00' style='font-family: serif !important;'>zhī</font></big><br>• old variant of 卮[zhī]<br>
卺,<small>〔巹〕</small><font color='#f00'>ㄐㄧㄣˇ</font><br>• nuptial wine cup<br>
匝,<small>〔帀〕</small><big><font color='#f00' style='font-family: serif !important;'>zā</font></big><br>• variant of 匝[zā]<br>
帅,<small>〔帥〕</small><font color='#f00'>ㄕㄨㄞˋ / ㄕㄨㄛˋ</font><br>• handsome<br>• graceful<br>• smart<br>• commander in chief<br>• (coll.) cool!<br>• sweet!<br>
师,<small>〔師〕</small><font color='#f00'>ㄕ</font><br>• teacher<br>• master<br>• expert<br>• model<br>• army division<br>• (old) troops<br>• to dispatch troops<br>
帐,<small>〔帳〕</small><font color='#f00'>ㄓㄤˋ</font><br>• covering veil<br>• canopy<br>• screen<br>• tent<br>• variant of 賬|账[zhàng]<br>
带,<small>〔帶〕</small><font color='#f00'>ㄉㄞˋ</font><br>• band<br>• belt<br>• girdle<br>• ribbon<br>• tire<br>• area<br>• zone<br>• region<br>• CL:條|条[tiáo]<br>• to wear<br>• to carry<br>• to take along<br>• to bear (i.e. to have)<br>• to lead<br>• to bring<br>• to look after<br>• to raise<br>
帧,<small>〔幀〕</small><font color='#f00'>ㄓㄥˋ</font><br>• frame<br>• classifier for paintings etc<br>• Taiwan pr. [zhèng]<br>
帏,<small>〔幃〕</small><font color='#f00'>ㄨㄟˊ</font><br>• curtain<br>• women's apartment<br>• tent<br>
帮,<small>〔幇〕</small><big><font color='#f00' style='font-family: serif !important;'>bāng</font></big><br>• old variant of 幫|帮[bāng]<br>
徽,<small>〔幑〕</small><big><font color='#f00' style='font-family: serif !important;'>huī</font></big><br>• old variant of 徽[huī]<br>
帼,<small>〔幗〕</small><font color='#f00'>ㄍㄨㄛˊ</font><br>• cap worn by women<br>• feminine<br>
帻,<small>〔幘〕</small><font color='#f00'>ㄗㄜˊ</font><br>• turban<br>• head-covering<br>
幕,<small>〔幙〕</small><big><font color='#f00' style='font-family: serif !important;'>mù</font></big><br>• old variant of 幕[mù]<br>• curtain<br>• screen<br>
帮,<small>〔幚〕</small><big><font color='#f00' style='font-family: serif !important;'>bāng</font></big><br>• old variant of 幫|帮[bāng]<br>
帜,<small>〔幟〕</small><font color='#f00'>ㄓˋ</font><br>• flag<br>
币,<small>〔幣〕</small><font color='#f00'>ㄅㄧˋ</font><br>• money<br>• coins<br>• currency<br>• silk<br>
帮,<small>〔幫〕</small><font color='#f00'>ㄅㄤ</font><br>• to help<br>• to assist<br>• to support<br>• for sb (i.e. as a help)<br>• hired (as worker)<br>• side (of pail, boat etc)<br>• outer layer<br>• upper (of a shoe)<br>• group<br>• gang<br>• clique<br>• party<br>• secret society<br>
帱,<small>〔幬〕</small><font color='#f00'>ㄉㄠˋ / ㄔㄡˊ</font><br>• canopy<br>• curtain<br>
干,<small>〔幹〕</small><font color='#f00'>ㄍㄢˋ / ㄏㄢˊ</font><br>• tree trunk<br>• main part of sth<br>• to manage<br>• to work<br>• to do<br>• capable<br>• cadre<br>• to kill (slang)<br>• to fuck (vulgar)<br>
几,<small>〔幾〕</small><font color='#f00'>ㄐㄧˇ / ㄐㄧ</font><br>• almost<br>
库,<small>〔庫〕</small><font color='#f00'>ㄎㄨˋ / ㄕㄜˋ</font><br>• warehouse<br>• storehouse<br>• (file) library<br>
庶,<small>〔庻〕</small><big><font color='#f00' style='font-family: serif !important;'>shù</font></big><br>• old variant of 庶[shù]<br>
寓,<small>〔庽〕</small><big><font color='#f00' style='font-family: serif !important;'>yù</font></big><br>• variant of 寓[yù]<br>
厕,<small>〔廁〕</small><font color='#f00'>ㄘˋ / ㄙˋ / ㄘㄜˋ</font><br>• restroom<br>• toilet<br>• lavatory<br>
厢,<small>〔廂〕</small><font color='#f00'>ㄒㄧㄤ</font><br>• box (in theater)<br>• side room<br>• side<br>
厩,<small>〔廄〕</small><font color='#f00'>ㄐㄧㄡˋ</font><br>• stable<br>• barn<br>
厦,<small>〔廈〕</small><font color='#f00'>ㄒㄧㄚˋ / ㄕㄚˋ</font><br>• tall building<br>• mansion<br>• rear annex<br>• lean-to<br>• also pr. [xià]<br>
庼,<small>〔廎〕</small><font color='#f00'>ㄑㄧㄥˇ</font><br>• room<br>• small hall<br>
厩,<small>〔廐〕</small><big><font color='#f00' style='font-family: serif !important;'>jiù</font></big><br>• variant of 廄|厩[jiù]<br>
厨,<small>〔廚〕</small><font color='#f00'>ㄔㄨˊ</font><br>• kitchen<br>
厮,<small>〔廝〕</small><font color='#f00'>ㄙ</font><br>• mutually<br>• with one another<br>• manservant<br>• boy servant<br>• guy (derog.)<br>
庙,<small>〔廟〕</small><font color='#f00'>ㄇㄧㄠˋ</font><br>• temple<br>• ancestral shrine<br>• CL:座[zuò]<br>• temple fair<br>• great imperial hall<br>• imperial<br>
厂,<small>〔廠〕</small><font color='#f00'>ㄔㄤˇ</font><br>• factory<br>• yard<br>• depot<br>• workhouse<br>• works<br>• (industrial) plant<br>
庑,<small>〔廡〕</small><font color='#f00'>ㄨˇ</font><br>• variant of 蕪|芜[wú]<br>
废,<small>〔廢〕</small><font color='#f00'>ㄈㄟˋ</font><br>• to abolish<br>• to abandon<br>• to abrogate<br>• to discard<br>• to depose<br>• to oust<br>• crippled<br>• abandoned<br>• waste<br>
广,<small>〔廣〕</small><font color='#f00'>ㄍㄨㄤˇ</font><br>• wide<br>• numerous<br>• to spread<br>
廪,<small>〔廩〕</small><font color='#f00'>ㄌㄧㄣˇ</font><br>• government granary<br>
庐,<small>〔廬〕</small><font color='#f00'>ㄌㄨˊ</font><br>• hut<br>
厅,<small>〔廳〕</small><font color='#f00'>ㄊㄧㄥ</font><br>• (reception) hall<br>• living room<br>• office<br>• provincial government department<br>
巡,<small>〔廵〕</small><big><font color='#f00' style='font-family: serif !important;'>xún</font></big><br>• variant of 巡[xún]<br>
迫,<small>〔廹〕</small><big><font color='#f00' style='font-family: serif !important;'>pò</font></big><br>• variant of 迫[pò]<br>• to persecute<br>• to oppress<br>• embarrassed<br>
乃,<small>〔廼〕</small><font color='#f00'>ㄋㄞˇ</font><br>• variant of 乃[nǎi]<br>
弑,<small>〔弒〕</small><font color='#f00'>ㄕˋ</font><br>• to murder a superior<br>• to murder one's parent<br>
吊,<small>〔弔〕</small><font color='#f00'>ㄉㄧㄠˋ</font><br>• a string of 100 cash (arch.)<br>• to lament<br>• to condole with<br>• variant of 吊[diào]<br>
弪,<small>〔弳〕</small><font color='#f00'>ㄐㄧㄥˋ</font><br>• radian (math.)<br>• now written 弧度<br>
张,<small>〔張〕</small><font color='#f00'>ㄓㄤ / ㄓㄤˋ</font><br>• to open up<br>• to spread<br>• sheet of paper<br>• classifier for flat objects, sheet<br>• classifier for votes<br>
强,<small>〔強〕</small><font color='#f00'>ㄑㄧㄤˊ / ㄐㄧㄤˋ / ㄑㄧㄤˇ</font><br>• stubborn<br>• unyielding<br>
别,<small>〔彆〕</small><font color='#f00'>ㄅㄧㄝˋ</font><br>• to make sb change their ways, opinions etc<br>
弹,<small>〔彈〕</small><font color='#f00'>ㄉㄢˋ / ㄊㄢˊ</font><br>• crossball<br>• bullet<br>• shot<br>• shell<br>• ball<br>
强,<small>〔彊〕</small><font color='#f00'>ㄑㄧㄤˊ / ㄑㄧㄤˇ</font><br>• variant of 強|强[jiàng]<br>
弥,<small>〔彌〕</small><font color='#f00'>ㄇㄧˊ</font><br>• full<br>• to fill<br>• completely<br>• more<br>
弯,<small>〔彎〕</small><font color='#f00'>ㄨㄢ</font><br>• to bend<br>• bent<br>• a bend<br>• a turn (in the road etc)<br>• CL:道[dào]<br>
汇,<small>〔彙〕</small><font color='#f00'>ㄏㄨㄟˋ</font><br>• class<br>• collection<br>
彝,<small>〔彞〕</small><big><font color='#f00' style='font-family: serif !important;'>yí</font></big><br>• ancient wine vessel<br>• ancient sacrificial vessel<br>• Yi ethnic group<br>• normal nature of man<br>• laws and rules<br>
彟,<small>〔彠〕</small><big><font color='#f00' style='font-family: serif !important;'>huò</font></big><br>• see 武士彠|武士彟[Wǔ Shì huò]<br>• old variant of 蒦[huò]<br>
彦,<small>〔彥〕</small><font color='#f00'>ㄧㄢˋ</font><br>• accomplished<br>• elegant<br>
雕,<small>〔彫〕</small><font color='#f00'>ㄉㄧㄠ</font><br>• variant of 雕[diāo], to engrave<br>
仿,<small>〔彷〕</small><font color='#f00'>ㄆㄤˊ / ㄈㄤˇ</font><br>• seemingly<br>
佛,<small>〔彿〕</small><font color='#f00'>ㄈㄨˊ</font><br>• seemingly<br>
往,<small>〔徃〕</small><big><font color='#f00' style='font-family: serif !important;'>wǎng</font></big><br>• old variant of 往[wǎng]<br>
后,<small>〔後〕</small><font color='#f00'>ㄏㄡˋ</font><br>• back<br>• behind<br>• rear<br>• afterwards<br>• after<br>• later<br>
径,<small>〔徑〕</small><font color='#f00'>ㄐㄧㄥˋ</font><br>• footpath<br>• track<br>• diameter<br>• straight<br>• directly<br>
从,<small>〔從〕</small><font color='#f00'>ㄘㄨㄥˊ / ㄘㄨㄥ / ㄗㄨㄥˋ / ㄗㄨㄥ</font><br>• from<br>• through<br>• via<br>• to follow<br>• to obey<br>• to engage in (an activity)<br>• never (in negative sentence)<br>• (Taiwan pr. [zòng]) retainer<br>• assistant<br>• auxiliary<br>• subordinate<br>• related by common paternal grandfather or earlier ancestor<br>
徕,<small>〔徠〕</small><font color='#f00'>ㄌㄞˊ / ㄌㄞˋ</font><br>• see 招徠|招徕[zhāo lái]<br>
遍,<small>〔徧〕</small><big><font color='#f00' style='font-family: serif !important;'>biàn</font></big><br>• variant of 遍[biàn]<br>
复,<small>〔復〕</small><font color='#f00'>ㄈㄨˋ / ㄈㄡˋ</font><br>• to go and return<br>• to return<br>• to resume<br>• to return to a normal or original state<br>• to repeat<br>• again<br>• to recover<br>• to restore<br>• to turn over<br>• to reply<br>• to answer<br>• to reply to a letter<br>• to retaliate<br>• to carry out<br>
征,<small>〔徵〕</small><font color='#f00'>ㄓㄥ / ㄓˇ</font><br>• to invite<br>• to recruit<br>• to levy (taxes)<br>• to draft (troops)<br>• phenomenon<br>• symptom<br>• characteristic sign (used as proof)<br>• evidence<br>
彻,<small>〔徹〕</small><font color='#f00'>ㄔㄜˋ</font><br>• thorough<br>• penetrating<br>• to pervade<br>• to pass through<br>
匆,<small>〔怱〕</small><big><font color='#f00' style='font-family: serif !important;'>cōng</font></big><br>• variant of 匆[cōng]<br>
恍,<small>〔怳〕</small><big><font color='#f00' style='font-family: serif !important;'>huǎng</font></big><br>• variant of 恍[huǎng]<br>
恒,<small>〔恆〕</small><font color='#f00'>ㄏㄥˊ</font><br>• permanent<br>• constant<br>• fixed<br>• usual<br>• ordinary<br>• rule (old)<br>• one of the 64 trigrams of the Book of Changes<br>
怪,<small>〔恠〕</small><big><font color='#f00' style='font-family: serif !important;'>guài</font></big><br>• variant of 怪[guài]<br>
吝,<small>〔恡〕</small><big><font color='#f00' style='font-family: serif !important;'>lìn</font></big><br>• variant of 吝[lìn]<br>
耻,<small>〔恥〕</small><font color='#f00'>ㄔˇ</font><br>• shame<br>• disgrace<br>
悦,<small>〔悅〕</small><font color='#f00'>ㄩㄝˋ</font><br>• pleased<br>
悮,<small>〔悞〕</small><big><font color='#f00' style='font-family: serif !important;'>wù</font></big><br>• to impede<br>• to delay<br>• variant of 誤|误[wù]<br>
匆,<small>〔悤〕</small><big><font color='#f00' style='font-family: serif !important;'>cōng</font></big><br>• variant of 匆[cōng]<br>
德,<small>〔悳〕</small><big><font color='#f00' style='font-family: serif !important;'>dé</font></big><br>• variant of 德[dé]<br>
怅,<small>〔悵〕</small><font color='#f00'>ㄔㄤˋ</font><br>• regretful<br>• upset<br>• despair<br>• depressed<br>
闷,<small>〔悶〕</small><font color='#f00'>ㄇㄣˋ / ㄇㄣ</font><br>• stuffy<br>• shut indoors<br>• to smother<br>• to cover tightly<br>
凄,<small>〔悽〕</small><font color='#f00'>ㄑㄧ</font><br>• variant of 淒|凄[qī]<br>• sad<br>• mournful<br>
婪,<small>〔惏〕</small><font color='#f00'>ㄌㄢˊ / ㄌㄧㄣˊ</font><br>• old variant of 婪[lán]<br>
恶,<small>〔惡〕</small><font color='#f00'>ㄜˋ / ㄨˋ / ㄜˇ / ㄨ</font><br>• see 惡心|恶心[ě xīn]<br>
恿,<small>〔惥〕</small><big><font color='#f00' style='font-family: serif !important;'>yǒng</font></big><br>• old variant of 恿[yǒng]<br>
德,<small>〔惪〕</small><big><font color='#f00' style='font-family: serif !important;'>dé</font></big><br>• variant of 德[dé]<br>
恼,<small>〔惱〕</small><font color='#f00'>ㄋㄠˇ</font><br>• to get angry<br>
蠢,<small>〔惷〕</small><big><font color='#f00' style='font-family: serif !important;'>chǔn</font></big><br>• variant of 蠢[chǔn]<br>• stupid<br>
恻,<small>〔惻〕</small><font color='#f00'>ㄘㄜˋ</font><br>• sorrowful<br>
恪,<small>〔愙〕</small><big><font color='#f00' style='font-family: serif !important;'>kè</font></big><br>• variant of 恪[kè]<br>
爱,<small>〔愛〕</small><font color='#f00'>ㄞˋ</font><br>• to love<br>• to be fond of<br>• to like<br>• affection<br>• to be inclined (to do sth)<br>• to tend to (happen)<br>
惬,<small>〔愜〕</small><font color='#f00'>ㄑㄧㄝˋ</font><br>• cheerful<br>• satisfied<br>
悫,<small>〔愨〕</small><font color='#f00'>ㄑㄩㄝˋ</font><br>• honest<br>
诉,<small>〔愬〕</small><font color='#f00'>ㄙㄨˋ</font><br>• variant of 訴|诉[sù]<br>
怆,<small>〔愴〕</small><font color='#f00'>ㄔㄨㄤˋ</font><br>• mournful<br>• sad<br>• grieved<br>• sorry<br>
恺,<small>〔愷〕</small><font color='#f00'>ㄎㄞˇ</font><br>• joyful<br>• kind<br>
博,<small>〔愽〕</small><big><font color='#f00' style='font-family: serif !important;'>bó</font></big><br>• old variant of 博[bó]<br>
忾,<small>〔愾〕</small><font color='#f00'>ㄎㄞˋ / ㄒㄧˋ</font><br>• anger<br>
恿,<small>〔慂〕</small><big><font color='#f00' style='font-family: serif !important;'>yǒng</font></big><br>• old variant of 恿[yǒng]<br>
栗,<small>〔慄〕</small><font color='#f00'>ㄌㄧˋ</font><br>• afraid<br>• trembling<br>
态,<small>〔態〕</small><font color='#f00'>ㄊㄞˋ</font><br>• (bound form)<br>• appearance<br>• shape<br>• form<br>• state<br>• attitude<br>• (grammar) voice<br>
愠,<small>〔慍〕</small><font color='#f00'>ㄩㄣˋ</font><br>• indignant<br>• feel hurt<br>
惨,<small>〔慘〕</small><font color='#f00'>ㄘㄢˇ</font><br>• miserable<br>• wretched<br>• cruel<br>• inhuman<br>• disastrous<br>• tragic<br>• dim<br>• gloomy<br>
惭,<small>〔慙〕</small><big><font color='#f00' style='font-family: serif !important;'>cán</font></big><br>• variant of 慚|惭[cán]<br>
惭,<small>〔慚〕</small><font color='#f00'>ㄘㄢˊ</font><br>• ashamed<br>
恸,<small>〔慟〕</small><font color='#f00'>ㄊㄨㄥˋ</font><br>• grief<br>
惯,<small>〔慣〕</small><font color='#f00'>ㄍㄨㄢˋ</font><br>• accustomed to<br>• used to<br>• indulge<br>• to spoil (a child)<br>
悫,<small>〔慤〕</small><big><font color='#f00' style='font-family: serif !important;'>què</font></big><br>• honest<br>
怄,<small>〔慪〕</small><big><font color='#f00' style='font-family: serif !important;'>òu</font></big><br>• to annoy<br>• to irritate<br>• to be annoyed<br>• to sulk<br>
怂,<small>〔慫〕</small><font color='#f00'>ㄙㄨㄥˇ</font><br>• terrified<br>
虑,<small>〔慮〕</small><font color='#f00'>ㄌㄩˋ</font><br>• to think over<br>• to consider<br>• anxiety<br>
悭,<small>〔慳〕</small><font color='#f00'>ㄑㄧㄢ</font><br>• stingy<br>
慑,<small>〔慴〕</small><font color='#f00'>ㄓㄜˊ</font><br>• terrified<br>
庆,<small>〔慶〕</small><font color='#f00'>ㄑㄧㄥˋ</font><br>• to celebrate<br>
戚,<small>〔慼〕</small><font color='#f00'>ㄑㄧ</font><br>• variant of 戚[qī]<br>• grief<br>• sorrow<br>
戚,<small>〔慽〕</small><big><font color='#f00' style='font-family: serif !important;'>qī</font></big><br>• variant of 慼|戚[qī]<br>
欲,<small>〔慾〕</small><font color='#f00'>ㄩˋ</font><br>• desire<br>• appetite<br>• passion<br>• lust<br>• greed<br>
忧,<small>〔憂〕</small><font color='#f00'>ㄧㄡ</font><br>• to worry<br>• to concern oneself with<br>• worried<br>• anxiety<br>• sorrow<br>• (literary) to observe mourning<br>
憩,<small>〔憇〕</small><big><font color='#f00' style='font-family: serif !important;'>qì</font></big><br>• variant of 憩[qì]<br>
惫,<small>〔憊〕</small><font color='#f00'>ㄅㄟˋ</font><br>• exhausted<br>
怜,<small>〔憐〕</small><font color='#f00'>ㄌㄧㄢˊ</font><br>• to pity<br>
凭,<small>〔憑〕</small><font color='#f00'>ㄆㄧㄥˊ</font><br>• to lean against<br>• to rely on<br>• on the basis of<br>• no matter (how, what etc)<br>• proof<br>
愦,<small>〔憒〕</small><font color='#f00'>ㄎㄨㄟˋ</font><br>• confused<br>• troubled<br>
慭,<small>〔憖〕</small><font color='#f00'>ㄧㄣˋ</font><br>• injured<br>• moreover<br>• preferably<br>
惮,<small>〔憚〕</small><font color='#f00'>ㄉㄢˋ</font><br>• dread<br>• fear<br>• dislike<br>
愤,<small>〔憤〕</small><font color='#f00'>ㄈㄣˋ</font><br>• indignant<br>• anger<br>• resentment<br>
悯,<small>〔憫〕</small><font color='#f00'>ㄇㄧㄣˇ</font><br>• to sympathize<br>• to pity<br>• to feel compassion for<br>
怃,<small>〔憮〕</small><font color='#f00'>ㄨˇ</font><br>• disappointed<br>• startled<br>
宪,<small>〔憲〕</small><font color='#f00'>ㄒㄧㄢˋ</font><br>• statute<br>• constitution<br>
忆,<small>〔憶〕</small><font color='#f00'>ㄧˋ</font><br>• to recollect<br>• to remember<br>• memory<br>
勤,<small>〔懃〕</small><font color='#f00'>ㄑㄧㄣˊ</font><br>• variant of 勤[qín]<br>• industrious<br>• solicitous<br>
恳,<small>〔懇〕</small><font color='#f00'>ㄎㄣˇ</font><br>• earnest<br>
应,<small>〔應〕</small><font color='#f00'>ㄧㄥ / ㄧㄥˋ</font><br>• to agree (to do sth)<br>• should<br>• ought to<br>• must<br>• (legal) shall<br>
怿,<small>〔懌〕</small><font color='#f00'>ㄧˋ</font><br>• pleased<br>• rejoice<br>
懔,<small>〔懍〕</small><font color='#f00'>ㄌㄧㄣˇ</font><br>• fear<br>
怼,<small>〔懟〕</small><font color='#f00'>ㄉㄨㄟˋ</font><br>• (Internet slang) to attack verbally<br>• to publicly criticize<br>• to call out<br>
懑,<small>〔懣〕</small><font color='#f00'>ㄇㄣˋ</font><br>• melancholy<br>
恹,<small>〔懨〕</small><font color='#f00'>ㄧㄢ</font><br>• see 懨懨|恹恹[yān yān]<br>
惩,<small>〔懲〕</small><font color='#f00'>ㄔㄥˊ</font><br>• to punish<br>• to reprimand<br>• to warn<br>
懒,<small>〔懶〕</small><font color='#f00'>ㄌㄢˇ</font><br>• lazy<br>
怀,<small>〔懷〕</small><font color='#f00'>ㄏㄨㄞˊ</font><br>• bosom<br>• heart<br>• mind<br>• to think of<br>• to harbor in one's mind<br>• to conceive (a child)<br>
悬,<small>〔懸〕</small><font color='#f00'>ㄒㄩㄢˊ</font><br>• to hang or suspend<br>• to worry<br>• public announcement<br>• unresolved<br>• baseless<br>• without foundation<br>
忏,<small>〔懺〕</small><font color='#f00'>ㄔㄢˋ</font><br>• feel remorse<br>• regret<br>• repent<br>
惧,<small>〔懼〕</small><font color='#f00'>ㄐㄩˋ</font><br>• to fear<br>
欢,<small>〔懽〕</small><font color='#f00'>ㄏㄨㄢ</font><br>• variant of 歡|欢[huān]<br>
慑,<small>〔懾〕</small><font color='#f00'>ㄓㄜˊ / ㄕㄜˋ</font><br>• afraid<br>• be feared<br>• to fear<br>• to frighten<br>• to intimidate<br>
恋,<small>〔戀〕</small><font color='#f00'>ㄌㄧㄢˋ</font><br>• to feel attached to<br>• to long for<br>• to love<br>
戆,<small>〔戇〕</small><font color='#f00'>ㄓㄨㄤˋ / ㄍㄤˋ</font><br>• stupid (Wu dialect)<br>
戋,<small>〔戔〕</small><font color='#f00'>ㄐㄧㄢ</font><br>• narrow<br>• small<br>
戛,<small>〔戞〕</small><big><font color='#f00' style='font-family: serif !important;'>jiá</font></big><br>• variant of 戛[jiá]<br>
戗,<small>〔戧〕</small><font color='#f00'>ㄑㄧㄤˋ / ㄑㄧㄤ</font><br>• contrary<br>• pushing against<br>• bump<br>• knock<br>• used as equivalent for 搶|抢[qiāng]<br>
戬,<small>〔戩〕</small><font color='#f00'>ㄐㄧㄢˇ</font><br>• carry to the utmost<br>• to cut<br>
戏,<small>〔戯〕</small><big><font color='#f00' style='font-family: serif !important;'>xì</font></big><br>• variant of 戲|戏[xì]<br>
战,<small>〔戰〕</small><font color='#f00'>ㄓㄢˋ</font><br>• to fight<br>• fight<br>• war<br>• battle<br>
