character,defination
兘,<big><font color='#f00' style='font-family: serif !important;'>shǐ</font></big><br>• old variant of 始[shǐ]<br>
兙,<big><font color='#f00' style='font-family: serif !important;'>shí kè</font></big><br>• decagram (old)<br>• single-character equivalent of 十克[shí kè]<br>
兛,<big><font color='#f00' style='font-family: serif !important;'>qiān kè</font></big><br>• kilogram (old)<br>• single-character equivalent of 千克[qiān kè]<br>
兜,<font color='#f00'>ㄉㄡ</font><br>• pocket<br>• bag<br>• to wrap up or hold in a bag<br>• to move in a circle<br>• to canvas or solicit<br>• to take responsibility for<br>• to disclose in detail<br>• combat armor (old)<br>
兝,<big><font color='#f00' style='font-family: serif !important;'>fēn kè</font></big><br>• decigram (old)<br>• single-character equivalent of 分克[fēn kè]<br>
兞,<big><font color='#f00' style='font-family: serif !important;'>háo kè</font></big><br>• milligram (old)<br>• single-character equivalent of 毫克[háo kè]<br>
兟,<big><font color='#f00' style='font-family: serif !important;'>shēn</font></big><br>• to advance<br>
兠,<big><font color='#f00' style='font-family: serif !important;'>dōu</font></big><br>• old variant of 兜[dōu]<br>
兡,<big><font color='#f00' style='font-family: serif !important;'>bǎi kè</font></big><br>• hectogram (old)<br>• single-character equivalent of 百克[bǎi kè]<br>
兢,<font color='#f00'>ㄐㄧㄥ</font><br>• to be fearful<br>• apprehensive<br>
兣,<big><font color='#f00' style='font-family: serif !important;'>lí kè</font></big><br>• centigram (old)<br>• single-character equivalent of 厘克[lí kè]<br>
入,<font color='#f00'>ㄖㄨˋ / ㄖㄨˇ / ㄖˋ</font><br>• to enter<br>• to go into<br>• to join<br>• to become a member of<br>• to confirm or agree with<br>• abbr. for 入聲|入声[rù shēng]<br>
內,<font color='#f00'>ㄋㄟˋ / ㄋㄚˋ</font><br>• inside<br>• inner<br>• internal<br>• within<br>• interior<br>
全,<font color='#f00'>ㄑㄩㄢˊ</font><br>• all<br>• whole<br>• entire<br>• every<br>• complete<br>
兩,<font color='#f00'>ㄌㄧㄤˇ</font><br>• two<br>• both<br>• some<br>• a few<br>• tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jīn] (old)<br>
兪,<big><font color='#f00' style='font-family: serif !important;'>yú</font></big><br>• variant of 俞[yú]<br>
八,<font color='#f00'>ㄅㄚ</font><br>• eight<br>• 8<br>
公,<font color='#f00'>ㄍㄨㄥ</font><br>• public<br>• collectively owned<br>• common<br>• international (e.g. high seas, metric system, calendar)<br>• make public<br>• fair<br>• just<br>• Duke, highest of five orders of nobility 五等爵位[wǔ děng jué wèi]<br>• honorable (gentlemen)<br>• father-in-law<br>• male (animal)<br>
六,<font color='#f00'>ㄌㄧㄡˋ / ㄌㄨˋ</font><br>• six<br>• 6<br>
兮,<font color='#f00'>ㄒㄧ</font><br>• (particle in old Chinese similar to 啊)<br>
共,<font color='#f00'>ㄍㄨㄥˋ / ㄍㄨㄥˇ / ㄍㄨㄥ</font><br>• common<br>• general<br>• to share<br>• together<br>• total<br>• altogether<br>• abbr. for 共產黨|共产党[Gòng chǎn dǎng], Communist party<br>
兲,<big><font color='#f00' style='font-family: serif !important;'>tiān</font></big><br>• variant of 天[tiān]<br>
兵,<font color='#f00'>ㄅㄧㄥ</font><br>• soldiers<br>• a force<br>• an army<br>• weapons<br>• arms<br>• military<br>• warlike<br>• CL:個|个[gè]<br>
其,<font color='#f00'>ㄑㄧˊ / ㄐㄧˋ / ㄐㄧ</font><br>• his<br>• her<br>• its<br>• their<br>• that<br>• such<br>• it (refers to sth preceding it)<br>
具,<font color='#f00'>ㄐㄩˋ</font><br>• tool<br>• device<br>• utensil<br>• equipment<br>• instrument<br>• talent<br>• ability<br>• to possess<br>• to have<br>• to provide<br>• to furnish<br>• to state<br>• classifier for devices, coffins, dead bodies<br>
典,<font color='#f00'>ㄉㄧㄢˇ</font><br>• canon<br>• law<br>• standard work of scholarship<br>• literary quotation or allusion<br>• ceremony<br>• to be in charge of<br>• to mortgage or pawn<br>
兼,<font color='#f00'>ㄐㄧㄢ</font><br>• double<br>• twice<br>• simultaneous<br>• holding two or more (official) posts at the same time<br>
冀,<font color='#f00'>ㄐㄧˋ</font><br>• (literary) to hope for<br>
冂,<font color='#f00'>ㄐㄩㄥ</font><br>• radical in Chinese characters (Kangxi radical 13), occurring in 用, 同, 网 etc<br>• see also 同字框[tóng zì kuàng]<br>
冃,<big><font color='#f00' style='font-family: serif !important;'>mào</font></big><br>• old variant of 帽[mào]<br>• hat<br>• cap<br>
冄,<big><font color='#f00' style='font-family: serif !important;'>rǎn</font></big><br>• variant of 冉[rǎn]<br>
円,<big><font color='#f00' style='font-family: serif !important;'>yuán</font></big><br>• yen (Japanese currency)<br>• Japanese variant of 圓|圆<br>
冇,<big><font color='#f00' style='font-family: serif !important;'>mǎo</font></big><br>• to not have (Cantonese)<br>• Mandarin equivalent: 沒有|没有[méi yǒu]<br>
冉,<font color='#f00'>ㄖㄢˇ</font><br>• edge of a tortoiseshell<br>• see 冉冉[rǎn rǎn]<br>
冊,<font color='#f00'>ㄘㄜˋ / ㄔㄞˇ</font><br>• book<br>• booklet<br>• classifier for books<br>
冋,<big><font color='#f00' style='font-family: serif !important;'>jiōng</font></big><br>• archaic variant of 坰[jiōng]<br>
再,<font color='#f00'>ㄗㄞˋ</font><br>• again<br>• once more<br>• re-<br>• second<br>• another<br>• then (after sth, and not until then)<br>
冏,<font color='#f00'>ㄐㄩㄥˇ</font><br>• velvetleaf (Abutilon avicennae), plant of the jute family<br>• bright<br>
冐,<big><font color='#f00' style='font-family: serif !important;'>mào</font></big><br>• old variant of 冒[mào]<br>
冑,<font color='#f00'>ㄓㄡˋ</font><br>• variant of 胄[zhòu]<br>
冒,<font color='#f00'>ㄇㄠˋ / ㄇㄛˋ</font><br>• to emit<br>• to give off<br>• to send out (or up, forth)<br>• to brave<br>• to face<br>• reckless<br>• to falsely adopt (sb's identity etc)<br>• to feign<br>• (literary) to cover<br>
冓,<font color='#f00'>ㄍㄡˋ</font><br>• inner rooms of palace<br>• ten billions<br>
冔,<font color='#f00'>ㄒㄩˇ</font><br>• cap of Yin dynasty<br>
冕,<font color='#f00'>ㄇㄧㄢˇ</font><br>• crown in the form of a horizontal board with hanging decorations<br>• imperial crown<br>
冖,<font color='#f00'>ㄇㄧˋ</font><br>• 'cover' radical in Chinese characters (Kangxi radical 14), occurring in 军, 写, 冠 etc<br>• see also 禿寶蓋|秃宝盖[tū bǎo gài]<br>• see also 平寶蓋|平宝盖[píng bǎo gài]<br>
冗,<font color='#f00'>ㄖㄨㄥˇ</font><br>• extraneous<br>• redundant<br>• superfluous<br>• busy schedule<br>
冘,<font color='#f00'>ㄧㄣˊ / ㄧㄡˊ</font><br>• to move on<br>• to go out<br>
冞,<font color='#f00'>ㄇㄧˊ</font><br>• deep<br>
冠,<font color='#f00'>ㄍㄨㄢ / ㄍㄨㄢˋ</font><br>• hat<br>• crown<br>• crest<br>• cap<br>
冡,<big><font color='#f00' style='font-family: serif !important;'>méng</font></big><br>• old variant of 蒙[méng]<br>
冢,<font color='#f00'>ㄓㄨㄥˇ</font><br>• mound<br>• burial mound<br>• senior (i.e. eldest child or senior in rank)<br>
冣,<font color='#f00'>ㄐㄩˋ / ㄗㄨㄟˋ</font><br>• old variant of 聚[jù]<br>
冤,<font color='#f00'>ㄩㄢ</font><br>• injustice<br>• grievance<br>• wrong<br>
冥,<font color='#f00'>ㄇㄧㄥˊ</font><br>• dark<br>• deep<br>• stupid<br>• the underworld<br>
冧,<font color='#f00'>ㄌㄧㄣˊ</font><br>• (Cantonese) to topple<br>• to collapse<br>• to coax<br>• flower bud<br>
冪,<font color='#f00'>ㄇㄧˋ</font><br>• power<br>• exponent (math.)<br>• to cover with a cloth<br>• cloth cover<br>• veil<br>
冫,<font color='#f00'>ㄅㄧㄥ</font><br>• 'ice' radical in Chinese characters (Kangxi radical 15), occurring in 冰, 决, 次<br>• see also 兩點水|两点水[liǎng diǎn shuǐ]<br>
冬,<font color='#f00'>ㄉㄨㄥ</font><br>• winter<br>
冰,<font color='#f00'>ㄅㄧㄥ</font><br>• ice<br>• CL:塊|块[kuài]<br>• to chill sth<br>• (of an object or substance) to feel cold<br>• (of a person) cold<br>• unfriendly<br>• (slang) methamphetamine<br>
冱,<font color='#f00'>ㄏㄨˋ</font><br>• congealed<br>• frozen<br>
冶,<font color='#f00'>ㄧㄝˇ</font><br>• to smelt<br>• to cast<br>• seductive in appearance<br>
冷,<font color='#f00'>ㄌㄥˇ</font><br>• cold<br>
冼,<font color='#f00'>ㄕㄥˇ</font><br>• surname Xian<br>
冺,<big><font color='#f00' style='font-family: serif !important;'>mǐn</font></big><br>• variant of 泯[mǐn]<br>
冽,<font color='#f00'>ㄌㄧㄝˋ</font><br>• cold and raw<br>
凃,<big><font color='#f00' style='font-family: serif !important;'>tú</font></big><br>• old variant of 涂[tú]<br>
凄,<big><font color='#f00' style='font-family: serif !important;'>qī</font></big><br>• intense cold<br>• frigid<br>• dismal<br>• grim<br>• bleak<br>• sad<br>• mournful<br>• also written 淒|凄[qī]<br>
凅,<big><font color='#f00' style='font-family: serif !important;'>gù</font></big><br>• dried up<br>• dry<br>• exhausted<br>• tired<br>
准,<font color='#f00'>ㄓㄨㄣˇ</font><br>• to allow<br>• to grant<br>• in accordance with<br>• in the light of<br>
凇,<font color='#f00'>ㄙㄨㄥ</font><br>• icicle<br>
凈,<font color='#f00'>ㄐㄧㄥˋ</font><br>• variant of 淨|净[jìng]<br>
凊,<font color='#f00'>ㄐㄧㄥˋ</font><br>• cool<br>• fresh<br>• to cool<br>
凋,<font color='#f00'>ㄉㄧㄠ</font><br>• withered<br>
凌,<font color='#f00'>ㄌㄧㄥˊ</font><br>• to approach<br>• to rise high<br>• thick ice<br>• to insult or maltreat<br>
凍,<font color='#f00'>ㄉㄨㄥˋ</font><br>• to freeze<br>• to feel very cold<br>• aspic or jelly<br>
凓,<big><font color='#f00' style='font-family: serif !important;'>lì</font></big><br>• cold<br>• frigid<br>
凔,<font color='#f00'>ㄔㄨㄤˋ</font><br>• cold<br>
凜,<font color='#f00'>ㄌㄧㄣˇ</font><br>• cold<br>• to shiver with cold<br>• to tremble with fear<br>• afraid<br>• apprehensive<br>• strict<br>• stern<br>• severe<br>• austere<br>• awe-inspiring<br>• imposing<br>• majestic<br>
凝,<font color='#f00'>ㄋㄧㄥˊ</font><br>• to congeal<br>• to concentrate attention<br>• to stare<br>
凞,<big><font color='#f00' style='font-family: serif !important;'>xī</font></big><br>• bright<br>• splendid<br>• glorious<br>
凟,<big><font color='#f00' style='font-family: serif !important;'>dú</font></big><br>• variant of 瀆|渎[dú]<br>
几,<font color='#f00'>ㄐㄧˇ / ㄐㄧ</font><br>• small table<br>
凡,<font color='#f00'>ㄈㄢˊ</font><br>• ordinary<br>• commonplace<br>• mundane<br>• temporal<br>• of the material world (as opposed to supernatural or immortal levels)<br>• every<br>• all<br>• whatever<br>• altogether<br>• gist<br>• outline<br>• note of Chinese musical scale<br>
凢,<big><font color='#f00' style='font-family: serif !important;'>fán</font></big><br>• variant of 凡[fán]<br>
凥,<big><font color='#f00' style='font-family: serif !important;'>jū</font></big><br>• old variant of 居[jū]<br>
処,<big><font color='#f00' style='font-family: serif !important;'>chǔ</font></big><br>• old variant of 處|处[chǔ]<br>
凮,<big><font color='#f00' style='font-family: serif !important;'>fēng</font></big><br>• old variant of 風|风[fēng]<br>
凰,<font color='#f00'>ㄏㄨㄤˊ</font><br>• phoenix<br>
凱,<font color='#f00'>ㄎㄞˇ</font><br>• triumphant<br>• victorious<br>• chi (Greek letter Χχ)<br>
凳,<font color='#f00'>ㄉㄥˋ</font><br>• bench<br>• stool<br>
凴,<big><font color='#f00' style='font-family: serif !important;'>píng</font></big><br>• variant of 憑|凭[píng]<br>
凵,<font color='#f00'>ㄎㄢˇ</font><br>• receptacle<br>
凶,<font color='#f00'>ㄒㄩㄥ</font><br>• vicious<br>• fierce<br>• ominous<br>• inauspicious<br>• famine<br>• variant of 兇|凶[xiōng]<br>
凸,<font color='#f00'>ㄊㄨˊ / ㄊㄨ / ㄉㄧㄝˊ / ㄍㄨˇ</font><br>• to stick out<br>• protruding<br>• convex<br>• male (connector etc)<br>• Taiwan pr. [tú]<br>
凹,<font color='#f00'>ㄠ / ㄨㄚ / ㄧㄠ / ㄨㄚˋ</font><br>• depressed<br>• sunken<br>• indented<br>• concave<br>• female (connector etc)<br>
出,<font color='#f00'>ㄔㄨ</font><br>• to go out<br>• to come out<br>• to occur<br>• to produce<br>• to go beyond<br>• to rise<br>• to put forth<br>• to happen<br>• (used after a verb to indicate an outward direction or a positive result)<br>• classifier for dramas, plays, operas etc<br>
凼,<big><font color='#f00' style='font-family: serif !important;'>dàng</font></big><br>• pool<br>• pit<br>• ditch<br>• cesspit<br>
函,<font color='#f00'>ㄏㄢˊ</font><br>• envelope<br>• case<br>• letter<br>
刀,<font color='#f00'>ㄉㄠ</font><br>• knife<br>• blade<br>• single-edged sword<br>• cutlass<br>• CL:把[bǎ]<br>• (slang) dollar (loanword)<br>• classifier for sets of one hundred sheets (of paper)<br>• classifier for knife cuts or stabs<br>
刁,<font color='#f00'>ㄉㄧㄠ</font><br>• artful<br>• wicked<br>
刂,<big><font color='#f00' style='font-family: serif !important;'>dāo</font></big><br>• 'knife' radical in Chinese characters (Kangxi radical 18)<br>• see also 立刀旁[lì dāo páng]<br>• see also 側刀旁|侧刀旁[cè dāo páng]<br>
刃,<font color='#f00'>ㄖㄣˋ</font><br>• edge of blade<br>
分,<font color='#f00'>ㄈㄣ / ㄈㄣˋ</font><br>• to divide<br>• to separate<br>• to distribute<br>• to allocate<br>• to distinguish (good and bad)<br>• part or subdivision<br>• fraction<br>• one tenth (of certain units)<br>• unit of length equivalent to 0.33 cm<br>• minute (unit of time)<br>• minute (angular measurement unit)<br>• a point (in sports or games)<br>• 0.01 yuan (unit of money)<br>
切,<font color='#f00'>ㄑㄧㄝˋ / ㄑㄧㄝ</font><br>• to cut<br>• to slice<br>• tangent (math)<br>
刈,<font color='#f00'>ㄧˋ</font><br>• mow<br>
刊,<font color='#f00'>ㄎㄢ</font><br>• to print<br>• to publish<br>• publication<br>• periodical<br>• to peel with a knife<br>• to carve<br>• to amend<br>
刌,<font color='#f00'>ㄘㄨㄣˇ</font><br>• (literary) to cut off<br>• to sever<br>
刎,<font color='#f00'>ㄨㄣˇ</font><br>• cut across (throat)<br>
刑,<font color='#f00'>ㄒㄧㄥˊ</font><br>• punishment<br>• penalty<br>• sentence<br>• torture<br>• corporal punishment<br>
划,<font color='#f00'>ㄏㄨㄚˊ</font><br>• to row<br>• to paddle<br>• profitable<br>• worth (the effort)<br>• it pays (to do sth)<br>
刓,<font color='#f00'>ㄨㄢˊ</font><br>• to trim<br>
刖,<font color='#f00'>ㄩㄝˋ</font><br>• to amputate one or both feet (punishment in imperial China)<br>• see also 五刑[wǔ xíng]<br>
列,<font color='#f00'>ㄌㄧㄝˋ</font><br>• to arrange<br>• to line up<br>• file<br>• series<br>• (in data tables) column<br>• (Tw) row<br>
刜,<font color='#f00'>ㄈㄨˊ</font><br>• to chop<br>• strike<br>
初,<font color='#f00'>ㄔㄨ</font><br>• at first<br>• (at the) beginning<br>• first<br>• junior<br>• basic<br>
刞,<big><font color='#f00' style='font-family: serif !important;'>qù</font></big><br>• old variant of 耝[qù]<br>
刡,<big><font color='#f00' style='font-family: serif !important;'>mǐn</font></big><br>• to scrape<br>• to pare<br>
判,<font color='#f00'>ㄆㄢˋ</font><br>• to judge<br>• to sentence<br>• to discriminate<br>• to discern<br>• obviously (different)<br>
別,<font color='#f00'>ㄅㄧㄝˊ</font><br>• to leave<br>• to depart<br>• to separate<br>• to distinguish<br>• to classify<br>• other<br>• another<br>• don't ...!<br>• to pin<br>• to stick (sth) in<br>
刦,<big><font color='#f00' style='font-family: serif !important;'>jié</font></big><br>• variant of 劫[jié]<br>
刧,<big><font color='#f00' style='font-family: serif !important;'>jié</font></big><br>• variant of 劫[jié]<br>
刨,<font color='#f00'>ㄆㄠˊ / ㄅㄠˋ</font><br>• carpenter's plane<br>• to plane (woodwork)<br>• to shave off<br>• to peel (with a potato peeler etc)<br>
利,<font color='#f00'>ㄌㄧˋ</font><br>• sharp<br>• favorable<br>• advantage<br>• benefit<br>• profit<br>• interest<br>• to do good to<br>• to benefit<br>
刪,<font color='#f00'>ㄕㄢ</font><br>• to delete<br>
刮,<font color='#f00'>ㄍㄨㄚ</font><br>• to scrape<br>• to blow<br>• to shave<br>• to plunder<br>• to extort<br>
到,<font color='#f00'>ㄉㄠˋ</font><br>• to (a place)<br>• until (a time)<br>• up to<br>• to go<br>• to arrive<br>• (verb complement denoting completion or result of an action)<br>
刱,<font color='#f00'>ㄔㄨㄤˋ</font><br>• establish, create<br>• knife cut<br>
刲,<font color='#f00'>ㄎㄨㄟ</font><br>• cut open and clean<br>
刳,<font color='#f00'>ㄎㄨ</font><br>• to cut open<br>• rip up<br>• scoop out<br>
刴,<big><font color='#f00' style='font-family: serif !important;'>duò</font></big><br>• variant of 剁[duò]<br>
刵,<font color='#f00'>ㄦˋ</font><br>• cutting off the ears as punishment<br>
制,<font color='#f00'>ㄓˋ</font><br>• system<br>• to control<br>• to regulate<br>• variant of 製|制[zhì]<br>
刷,<font color='#f00'>ㄕㄨㄚ / ㄕㄨㄚˋ</font><br>• to brush<br>• to paint<br>• to daub<br>• to paste up<br>• to skip class (of students)<br>• to fire from a job<br>
券,<font color='#f00'>ㄑㄩㄢˋ</font><br>• bond (esp. document split in two, with each party holding one half)<br>• contract<br>• deed (i.e. title deeds)<br>• ticket<br>• voucher<br>• certificate<br>
刺,<font color='#f00'>ㄘˋ</font><br>• (onom.) whoosh<br>
刻,<font color='#f00'>ㄎㄜˋ / ㄎㄜ</font><br>• quarter (hour)<br>• moment<br>• to carve<br>• to engrave<br>• to cut<br>• oppressive<br>• classifier for short time intervals<br>
